XPOS,YPOS,TEMP
0.0007019925,0.001165606,363.7897
0.0007019925,0.00117221,364.4376
0.0007019925,0.001178814,365.0855
0.0007019925,0.001185418,365.7334
0.0007019925,0.001192022,366.3814
0.0007019925,0.001198626,367.0294
0.0007019925,0.00120523,367.6773
0.0007019925,0.001211834,368.3253
0.0007019925,0.001218438,368.9734
0.0007019925,0.001225042,369.6214
0.0007019925,0.001231646,370.2695
0.0007019925,0.00123825,370.9176
0.0007019925,0.001244854,371.5658
0.0007019925,0.001251458,372.2139
0.0007019925,0.001258062,372.8621
0.0007019925,0.001264666,373.5103
0.0007019925,0.00127127,374.1584
0.0007019925,0.001277874,374.8066
0.0007019925,0.001284478,375.4549
0.0007019925,0.001291082,376.1031
0.0007019925,0.001297686,376.7513
0.0007019925,0.00130429,377.3997
0.0007019925,0.001310894,378.0479
