XPOS,YPOS,TEMP
0.0007028657,4.1275E-06,230
0.0007028657,1.23825E-05,230.2153
0.0007028657,2.06375E-05,230.4295
0.0007028657,2.88925E-05,230.6425
0.0007028657,3.71475E-05,230.8546
0.0007028657,4.54025E-05,231.0655
0.0007028657,5.36575E-05,231.2753
0.0007028657,6.191251E-05,231.484
0.0007028657,7.01675E-05,231.6917
0.0007028657,7.84225E-05,231.8983
0.0007028657,8.667751E-05,232.1038
0.0007028657,9.49325E-05,232.3082
0.0007028657,0.0001031875,232.5115
0.0007028657,0.0001114425,232.7137
0.0007028657,0.0001196975,232.9149
0.0007028657,0.0001279525,233.115
0.0007028657,0.0001362075,233.3139
0.0007028657,0.0001444625,233.5118
0.0007028657,0.0001527175,233.7086
0.0007028657,0.0001609725,233.9043
0.0007028657,0.0001692275,234.099
0.0007028657,0.0001774825,234.2925
0.0007028657,0.0001857375,234.485
0.0007028657,0.0001939925,234.6763
0.0007028657,0.0002022475,234.8666
0.0007028657,0.0002105025,235.0558
0.0007028657,0.0002187575,235.2439
0.0007028657,0.0002270125,235.4308
0.0007028657,0.0002352675,235.6167
0.0007028657,0.0002435225,235.8015
0.0007028657,0.0002517775,235.9852
0.0007028657,0.0002600325,236.1678
0.0007028657,0.0002682875,236.3493
0.0007028657,0.0002765425,236.5297
0.0007028657,0.0002847975,236.709
0.0007028657,0.0002930525,236.8872
0.0007028657,0.0003013075,237.0643
0.0007028657,0.0003095625,237.2403
0.0007028657,0.0003178175,237.4153
0.0007028657,0.0003260725,237.5891
0.0007028657,0.0003343275,237.7618
0.0007028657,0.0003425825,237.9334
0.0007028657,0.0003508375,238.1039
0.0007028657,0.0003590925,238.2733
0.0007028657,0.0003673475,238.4417
0.0007028657,0.0003756025,238.6089
0.0007028657,0.0003838575,238.7749
0.0007028657,0.0003921125,238.9399
0.0007028657,0.0004003675,239.1038
0.0007028657,0.0004086225,239.2666
0.0007028657,0.0004168775,239.4283
0.0007028657,0.0004251325,239.5888
0.0007028657,0.0004333875,239.7483
0.0007028657,0.0004416425,239.9066
0.0007028657,0.0004498975,240.0639
0.0007028657,0.0004581525,240.22
0.0007028657,0.0004664075,240.3749
0.0007028657,0.0004746625,240.5288
0.0007028657,0.0004829175,240.6815
0.0007028657,0.0004911725,240.8332
0.0007028657,0.0004994276,240.9837
0.0007028657,0.0005076826,241.1331
0.0007028657,0.0005159375,241.2814
0.0007028657,0.0005241925,241.4285
0.0007028657,0.0005324475,241.5746
0.0007028657,0.0005407025,241.7195
0.0007028657,0.0005489575,241.8632
0.0007028657,0.0005572125,242.0059
0.0007028657,0.0005654675,242.1474
0.0007028657,0.0005737225,242.2878
0.0007028657,0.0005819775,242.427
0.0007028657,0.0005902326,242.5651
0.0007028657,0.0005984876,242.7021
0.0007028657,0.0006067425,242.8379
0.0007028657,0.0006149975,242.9726
0.0007028657,0.0006232525,243.1062
0.0007028657,0.0006315075,243.2386
0.0007028657,0.0006397626,243.3698
0.0007028657,0.0006480175,243.5
0.0007028657,0.0006562725,243.6289
0.0007028657,0.0006645275,243.7567
0.0007028657,0.0006727825,243.8834
0.0007028657,0.0006810375,244.0089
0.0007028657,0.0006892926,244.1332
0.0007028657,0.0006975476,244.2563
0.0007028657,0.0007058025,244.3783
0.0007028657,0.0007140575,244.4992
0.0007028657,0.0007223125,244.6188
0.0007028657,0.0007305676,244.7373
0.0007028657,0.0007388226,244.8546
0.0007028657,0.0007470775,244.9707
0.0007028657,0.0007553325,245.0856
0.0007028657,0.0007635875,245.1994
0.0007028657,0.0007718425,245.312
0.0007028657,0.0007800976,245.4234
0.0007028657,0.0007883526,245.5336
0.0007028657,0.0007966076,245.6426
0.0007028657,0.0008048625,245.7504
0.0007028657,0.0008131175,245.857
0.0007028657,0.0008213726,245.9624
0.0007028657,0.0008296276,246.0666
0.0007028657,0.0008378825,246.1696
0.0007028657,0.0008461375,246.2713
0.0007028657,0.0008543925,246.3719
0.0007028657,0.0008626475,246.4712
0.0007028657,0.0008709026,246.5693
0.0007028657,0.0008791576,246.6662
0.0007028657,0.0008874126,246.7619
0.0007028657,0.0008956675,246.8563
0.0007028657,0.0009039225,246.9495
0.0007028657,0.0009121776,247.0414
0.0007028657,0.0009204326,247.1321
0.0007028657,0.0009286876,247.2216
0.0007028657,0.0009369425,247.3099
0.0007028657,0.0009451975,247.3969
0.0007028657,0.0009534525,247.4826
0.0007028657,0.0009617076,247.5671
0.0007028657,0.0009699626,247.6504
0.0007028657,0.0009782176,247.7324
0.0007028657,0.0009864726,247.8131
0.0007028657,0.0009947276,247.8926
0.0007028657,0.001002983,247.9709
0.0007028657,0.001011238,248.0478
0.0007028657,0.001019493,248.1235
0.0007028657,0.001027748,248.1979
0.0007028657,0.001036003,248.2711
0.0007028657,0.001044258,248.3431
0.0007028657,0.001052513,248.4138
0.0007028657,0.001060768,248.4832
0.0007028657,0.001069023,248.5514
0.0007028657,0.001077278,248.6183
0.0007028657,0.001085533,248.684
0.0007028657,0.001093788,248.7484
0.0007028657,0.001102043,248.8116
0.0007028657,0.001110298,248.8736
0.0007028657,0.001118553,248.9342
0.0007028657,0.001126808,248.9937
0.0007028657,0.001135063,249.0519
0.0007028657,0.001143318,249.1089
0.0007028657,0.001151573,249.1647
0.0007028657,0.001159828,249.2192
0.0007028657,0.001168083,249.2725
0.0007028657,0.001176338,249.3247
0.0007028657,0.001184593,249.3756
0.0007028657,0.001192848,249.4254
0.0007028657,0.001201103,249.4739
0.0007028657,0.001209358,249.5212
0.0007028657,0.001217613,249.5674
0.0007028657,0.001225868,249.6124
0.0007028657,0.001234123,249.6562
0.0007028657,0.001242378,249.6989
0.0007028657,0.001250633,249.7405
0.0007028657,0.001258888,249.7809
0.0007028657,0.001267143,249.8201
0.0007028657,0.001275398,249.8583
0.0007028657,0.001283653,249.8954
0.0007028657,0.001291908,249.9313
0.0007028657,0.001300163,249.9662
0.0007028657,0.001308418,250
