Iteration,Gamma
16406,1689253
16407,1689253
16408,1689253
16409,1689252
16410,1689252
16411,1689252
16412,1689252
16413,1689252
16414,1689251
16415,1689251
16416,1689251
16417,1689251
16418,1689251
16419,1689250
16420,1689250
16421,1689250
16422,1689250
16423,1689250
16424,1689249
16425,1689249
16426,1689249
16427,1689249
16428,1689248
16429,1689248
16430,1689248
16431,1689248
16432,1689248
16433,1689247
16434,1689247
16435,1689247
16436,1689247
16437,1689247
16438,1689246
16439,1689246
16440,1689246
16441,1689246
16442,1689246
16443,1689245
16444,1689245
16445,1689245
16446,1689245
16447,1689245
16448,1689244
16449,1689244
16450,1689244
16451,1689244
16452,1689243
16453,1689243
16454,1689243
16455,1689243
16456,1689243
16457,1689242
16458,1689242
16459,1689242
16460,1689242
16461,1689242
16462,1689241
16463,1689241
16464,1689241
16465,1689241
16466,1689241
16467,1689240
16468,1689240
16469,1689240
16470,1689240
16471,1689240
16472,1689239
16473,1689239
16474,1689239
16475,1689239
16476,1689239
16477,1689238
16478,1689238
16479,1689238
16480,1689238
16481,1689238
16482,1689237
16483,1689237
16484,1689237
16485,1689237
16486,1689236
16487,1689236
16488,1689236
16489,1689236
16490,1689236
16491,1689235
16492,1689235
16493,1689235
16494,1689235
16495,1689235
16496,1689234
16497,1689234
16498,1689234
16499,1689234
16500,1689234
16501,1689233
16502,1689233
16503,1689233
16504,1689233
16505,1689233
16506,1689232
16507,1689232
16508,1689232
16509,1689232
16510,1689232
16511,1689231
16512,1689231
16513,1689231
16514,1689231
16515,1689231
16516,1689230
16517,1689230
16518,1689230
16519,1689230
16520,1689230
16521,1689229
16522,1689229
16523,1689229
16524,1689229
16525,1689229
16526,1689228
16527,1689228
16528,1689228
16529,1689228
16530,1689228
16531,1689227
16532,1689227
16533,1689227
16534,1689227
16535,1689227
16536,1689226
16537,1689226
16538,1689226
16539,1689226
16540,1689226
16541,1689225
16542,1689225
16543,1689225
16544,1689225
16545,1689225
16546,1689224
16547,1689224
16548,1689224
16549,1689224
16550,1689224
16551,1689224
16552,1689223
16553,1689223
16554,1689223
16555,1689223
16556,1689223
16557,1689222
16558,1689222
16559,1689222
16560,1689222
16561,1689222
16562,1689221
16563,1689221
16564,1689221
16565,1689221
16566,1689221
16567,1689220
16568,1689220
16569,1689220
16570,1689220
16571,1689220
16572,1689219
16573,1689219
16574,1689219
16575,1689219
16576,1689219
16577,1689218
16578,1689218
16579,1689218
16580,1689218
16581,1689218
16582,1689217
16583,1689217
16584,1689217
16585,1689217
16586,1689217
16587,1689216
16588,1689216
16589,1689216
16590,1689216
16591,1689216
16592,1689216
16593,1689215
16594,1689215
16595,1689215
16596,1689215
16597,1689215
16598,1689214
16599,1689214
16600,1689214
16601,1689214
16602,1689214
16603,1689213
16604,1689213
16605,1689213
16606,1689213
16607,1689213
16608,1689212
16609,1689212
16610,1689212
16611,1689212
16612,1689212
16613,1689211
16614,1689211
16615,1689211
16616,1689211
16617,1689211
16618,1689211
16619,1689210
16620,1689210
16621,1689210
16622,1689210
16623,1689210
16624,1689209
16625,1689209
16626,1689209
16627,1689209
16628,1689209
16629,1689208
16630,1689208
16631,1689208
16632,1689208
16633,1689208
16634,1689207
16635,1689207
16636,1689207
16637,1689207
16638,1689207
16639,1689207
16640,1689206
16641,1689206
16642,1689206
16643,1689206
16644,1689206
16645,1689205
16646,1689205
16647,1689205
16648,1689205
16649,1689205
16650,1689204
16651,1689204
16652,1689204
16653,1689204
16654,1689204
16655,1689203
16656,1689203
16657,1689203
16658,1689203
16659,1689203
16660,1689203
16661,1689202
16662,1689202
16663,1689202
16664,1689202
16665,1689202
16666,1689201
16667,1689201
16668,1689201
16669,1689201
16670,1689201
16671,1689200
16672,1689200
16673,1689200
16674,1689200
16675,1689200
16676,1689200
16677,1689199
16678,1689199
16679,1689199
16680,1689199
16681,1689199
16682,1689198
16683,1689198
16684,1689198
16685,1689198
16686,1689198
16687,1689197
16688,1689197
16689,1689197
16690,1689197
16691,1689197
16692,1689197
16693,1689196
16694,1689196
16695,1689196
16696,1689196
16697,1689196
16698,1689195
16699,1689195
16700,1689195
16701,1689195
16702,1689195
16703,1689195
16704,1689194
16705,1689194
16706,1689194
16707,1689194
16708,1689194
16709,1689193
16710,1689193
16711,1689193
16712,1689193
16713,1689193
16714,1689193
16715,1689192
16716,1689192
16717,1689192
16718,1689192
16719,1689192
16720,1689191
16721,1689191
16722,1689191
16723,1689191
16724,1689191
16725,1689191
16726,1689190
16727,1689190
16728,1689190
16729,1689190
16730,1689190
16731,1689189
16732,1689189
16733,1689189
16734,1689189
16735,1689189
16736,1689188
16737,1689188
16738,1689188
16739,1689188
16740,1689188
16741,1689188
16742,1689187
16743,1689187
16744,1689187
16745,1689187
16746,1689187
16747,1689186
16748,1689186
16749,1689186
16750,1689186
16751,1689186
16752,1689186
16753,1689185
16754,1689185
16755,1689185
16756,1689185
16757,1689185
16758,1689185
16759,1689184
16760,1689184
16761,1689184
16762,1689184
16763,1689184
16764,1689183
16765,1689183
16766,1689183
16767,1689183
16768,1689183
16769,1689183
16770,1689182
16771,1689182
16772,1689182
16773,1689182
16774,1689182
16775,1689181
16776,1689181
16777,1689181
16778,1689181
16779,1689181
16780,1689181
16781,1689180
16782,1689180
16783,1689180
16784,1689180
16785,1689180
16786,1689180
16787,1689179
16788,1689179
16789,1689179
16790,1689179
16791,1689179
16792,1689178
16793,1689178
16794,1689178
16795,1689178
16796,1689178
16797,1689178
16798,1689177
16799,1689177
16800,1689177
16801,1689177
16802,1689177
16803,1689177
16804,1689176
16805,1689176
16806,1689176
16807,1689176
16808,1689176
16809,1689175
16810,1689175
16811,1689175
16812,1689175
16813,1689175
16814,1689175
16815,1689174
16816,1689174
16817,1689174
16818,1689174
16819,1689174
16820,1689174
16821,1689173
16822,1689173
16823,1689173
16824,1689173
16825,1689173
16826,1689173
16827,1689172
16828,1689172
16829,1689172
16830,1689172
16831,1689172
16832,1689171
16833,1689171
16834,1689171
16835,1689171
16836,1689171
16837,1689171
16838,1689170
16839,1689170
16840,1689170
16841,1689170
16842,1689170
16843,1689170
16844,1689169
16845,1689169
16846,1689169
16847,1689169
16848,1689169
16849,1689169
16850,1689168
16851,1689168
16852,1689168
16853,1689168
16854,1689168
16855,1689167
16856,1689167
16857,1689167
16858,1689167
16859,1689167
16860,1689167
16861,1689166
16862,1689166
16863,1689166
16864,1689166
16865,1689166
16866,1689166
16867,1689165
16868,1689165
16869,1689165
16870,1689165
16871,1689165
16872,1689165
16873,1689164
16874,1689164
16875,1689164
16876,1689164
16877,1689164
16878,1689164
16879,1689163
16880,1689163
16881,1689163
16882,1689163
16883,1689163
16884,1689163
16885,1689162
16886,1689162
16887,1689162
16888,1689162
16889,1689162
16890,1689161
16891,1689161
16892,1689161
16893,1689161
16894,1689161
16895,1689161
16896,1689160
16897,1689160
16898,1689160
16899,1689160
16900,1689160
16901,1689160
16902,1689159
16903,1689159
16904,1689159
16905,1689159
16906,1689159
16907,1689159
16908,1689158
16909,1689158
16910,1689158
16911,1689158
16912,1689158
16913,1689158
16914,1689157
16915,1689157
16916,1689157
16917,1689157
16918,1689157
16919,1689157
16920,1689156
16921,1689156
16922,1689156
16923,1689156
16924,1689156
16925,1689156
16926,1689155
16927,1689155
16928,1689155
16929,1689155
16930,1689155
16931,1689155
16932,1689154
16933,1689154
16934,1689154
16935,1689154
16936,1689154
16937,1689154
16938,1689153
16939,1689153
16940,1689153
16941,1689153
16942,1689153
16943,1689153
16944,1689152
16945,1689152
16946,1689152
16947,1689152
16948,1689152
16949,1689152
16950,1689151
16951,1689151
16952,1689151
16953,1689151
16954,1689151
16955,1689151
16956,1689150
16957,1689150
16958,1689150
16959,1689150
16960,1689150
16961,1689150
16962,1689149
16963,1689149
16964,1689149
16965,1689149
16966,1689149
16967,1689149
16968,1689148
16969,1689148
16970,1689148
16971,1689148
16972,1689148
16973,1689148
16974,1689148
16975,1689147
16976,1689147
16977,1689147
16978,1689147
16979,1689147
16980,1689147
16981,1689146
16982,1689146
16983,1689146
16984,1689146
16985,1689146
16986,1689146
16987,1689145
16988,1689145
16989,1689145
16990,1689145
16991,1689145
16992,1689145
16993,1689144
16994,1689144
16995,1689144
16996,1689144
16997,1689144
16998,1689144
16999,1689143
17000,1689143
17001,1689143
17002,1689143
17003,1689143
17004,1689143
17005,1689143
17006,1689142
17007,1689142
17008,1689142
17009,1689142
17010,1689142
17011,1689142
17012,1689141
17013,1689141
17014,1689141
17015,1689141
17016,1689141
17017,1689141
17018,1689140
17019,1689140
17020,1689140
17021,1689140
17022,1689140
17023,1689140
17024,1689139
17025,1689139
17026,1689139
17027,1689139
17028,1689139
17029,1689139
17030,1689138
17031,1689138
17032,1689138
17033,1689138
17034,1689138
17035,1689138
17036,1689138
17037,1689137
17038,1689137
17039,1689137
17040,1689137
17041,1689137
17042,1689137
17043,1689136
17044,1689136
17045,1689136
17046,1689136
17047,1689136
17048,1689136
17049,1689136
17050,1689135
17051,1689135
17052,1689135
17053,1689135
17054,1689135
17055,1689135
17056,1689134
17057,1689134
17058,1689134
17059,1689134
17060,1689134
17061,1689134
17062,1689133
17063,1689133
17064,1689133
17065,1689133
17066,1689133
17067,1689133
17068,1689133
17069,1689132
17070,1689132
17071,1689132
17072,1689132
17073,1689132
17074,1689132
17075,1689131
17076,1689131
17077,1689131
17078,1689131
17079,1689131
17080,1689131
17081,1689130
17082,1689130
17083,1689130
17084,1689130
17085,1689130
17086,1689130
17087,1689130
17088,1689129
17089,1689129
17090,1689129
17091,1689129
17092,1689129
17093,1689129
17094,1689129
17095,1689128
17096,1689128
17097,1689128
17098,1689128
17099,1689128
17100,1689128
17101,1689127
17102,1689127
17103,1689127
17104,1689127
17105,1689127
17106,1689127
17107,1689127
17108,1689126
17109,1689126
17110,1689126
17111,1689126
17112,1689126
17113,1689126
17114,1689125
17115,1689125
17116,1689125
17117,1689125
17118,1689125
17119,1689125
17120,1689125
17121,1689124
17122,1689124
17123,1689124
17124,1689124
17125,1689124
17126,1689124
17127,1689123
17128,1689123
17129,1689123
17130,1689123
17131,1689123
17132,1689123
17133,1689123
17134,1689122
17135,1689122
17136,1689122
17137,1689122
17138,1689122
17139,1689122
17140,1689122
17141,1689121
17142,1689121
17143,1689121
17144,1689121
17145,1689121
17146,1689121
17147,1689120
17148,1689120
17149,1689120
17150,1689120
17151,1689120
17152,1689120
17153,1689120
17154,1689119
17155,1689119
17156,1689119
17157,1689119
17158,1689119
17159,1689119
17160,1689119
17161,1689118
17162,1689118
17163,1689118
17164,1689118
17165,1689118
17166,1689118
17167,1689118
17168,1689117
17169,1689117
17170,1689117
17171,1689117
17172,1689117
17173,1689117
17174,1689116
17175,1689116
17176,1689116
17177,1689116
17178,1689116
17179,1689116
17180,1689116
17181,1689115
17182,1689115
17183,1689115
17184,1689115
17185,1689115
17186,1689115
17187,1689115
17188,1689114
17189,1689114
17190,1689114
17191,1689114
17192,1689114
17193,1689114
17194,1689113
17195,1689113
17196,1689113
17197,1689113
17198,1689113
17199,1689113
17200,1689113
17201,1689112
17202,1689112
17203,1689112
17204,1689112
17205,1689112
17206,1689112
17207,1689112
17208,1689111
17209,1689111
17210,1689111
17211,1689111
17212,1689111
17213,1689111
17214,1689111
17215,1689110
17216,1689110
17217,1689110
17218,1689110
17219,1689110
17220,1689110
17221,1689109
17222,1689109
17223,1689109
17224,1689109
17225,1689109
17226,1689109
17227,1689109
17228,1689108
17229,1689108
17230,1689108
17231,1689108
17232,1689108
17233,1689108
17234,1689108
17235,1689107
17236,1689107
17237,1689107
17238,1689107
17239,1689107
17240,1689107
17241,1689107
17242,1689106
17243,1689106
17244,1689106
17245,1689106
17246,1689106
17247,1689106
17248,1689106
17249,1689105
17250,1689105
17251,1689105
17252,1689105
17253,1689105
17254,1689105
17255,1689105
17256,1689104
17257,1689104
17258,1689104
17259,1689104
17260,1689104
17261,1689104
17262,1689104
17263,1689103
17264,1689103
17265,1689103
17266,1689103
17267,1689103
17268,1689103
17269,1689103
17270,1689102
17271,1689102
17272,1689102
17273,1689102
17274,1689102
17275,1689102
17276,1689102
17277,1689101
17278,1689101
17279,1689101
17280,1689101
17281,1689101
17282,1689101
17283,1689101
17284,1689100
17285,1689100
17286,1689100
17287,1689100
17288,1689100
17289,1689100
17290,1689100
17291,1689099
17292,1689099
17293,1689099
17294,1689099
17295,1689099
17296,1689099
17297,1689099
17298,1689098
17299,1689098
17300,1689098
17301,1689098
17302,1689098
17303,1689098
17304,1689098
17305,1689097
17306,1689097
17307,1689097
17308,1689097
17309,1689097
17310,1689097
17311,1689097
17312,1689096
17313,1689096
17314,1689096
17315,1689096
17316,1689096
17317,1689096
17318,1689096
17319,1689096
17320,1689095
17321,1689095
17322,1689095
17323,1689095
17324,1689095
17325,1689095
17326,1689095
17327,1689094
17328,1689094
17329,1689094
17330,1689094
17331,1689094
17332,1689094
17333,1689094
17334,1689093
17335,1689093
17336,1689093
17337,1689093
17338,1689093
17339,1689093
17340,1689093
17341,1689092
17342,1689092
17343,1689092
17344,1689092
17345,1689092
17346,1689092
17347,1689092
17348,1689092
17349,1689091
17350,1689091
17351,1689091
17352,1689091
17353,1689091
17354,1689091
17355,1689091
17356,1689090
17357,1689090
17358,1689090
17359,1689090
17360,1689090
17361,1689090
17362,1689090
17363,1689090
17364,1689089
17365,1689089
17366,1689089
17367,1689089
17368,1689089
17369,1689089
17370,1689089
17371,1689088
17372,1689088
17373,1689088
17374,1689088
17375,1689088
17376,1689088
17377,1689088
17378,1689087
17379,1689087
17380,1689087
17381,1689087
17382,1689087
17383,1689087
17384,1689087
17385,1689087
17386,1689086
17387,1689086
17388,1689086
17389,1689086
17390,1689086
17391,1689086
17392,1689086
17393,1689085
17394,1689085
17395,1689085
17396,1689085
17397,1689085
17398,1689085
17399,1689085
17400,1689085
17401,1689084
17402,1689084
17403,1689084
17404,1689084
17405,1689084
17406,1689084
17407,1689084
17408,1689084
17409,1689083
17410,1689083
17411,1689083
17412,1689083
17413,1689083
17414,1689083
17415,1689083
17416,1689082
17417,1689082
17418,1689082
17419,1689082
17420,1689082
17421,1689082
17422,1689082
17423,1689082
17424,1689081
17425,1689081
17426,1689081
17427,1689081
17428,1689081
17429,1689081
17430,1689081
17431,1689080
17432,1689080
17433,1689080
17434,1689080
17435,1689080
17436,1689080
17437,1689080
17438,1689080
17439,1689079
17440,1689079
17441,1689079
17442,1689079
17443,1689079
17444,1689079
17445,1689079
17446,1689079
17447,1689078
17448,1689078
17449,1689078
17450,1689078
17451,1689078
17452,1689078
17453,1689078
17454,1689077
17455,1689077
17456,1689077
17457,1689077
17458,1689077
17459,1689077
17460,1689077
17461,1689077
17462,1689076
17463,1689076
17464,1689076
17465,1689076
17466,1689076
17467,1689076
17468,1689076
17469,1689076
17470,1689075
17471,1689075
17472,1689075
17473,1689075
17474,1689075
17475,1689075
17476,1689075
17477,1689075
17478,1689074
17479,1689074
17480,1689074
17481,1689074
17482,1689074
17483,1689074
17484,1689074
17485,1689073
17486,1689073
17487,1689073
17488,1689073
17489,1689073
17490,1689073
17491,1689073
17492,1689073
17493,1689072
17494,1689072
17495,1689072
17496,1689072
17497,1689072
17498,1689072
17499,1689072
17500,1689072
17501,1689071
17502,1689071
17503,1689071
17504,1689071
17505,1689071
17506,1689071
17507,1689071
17508,1689071
17509,1689070
17510,1689070
17511,1689070
17512,1689070
17513,1689070
17514,1689070
17515,1689070
17516,1689070
17517,1689069
17518,1689069
17519,1689069
17520,1689069
17521,1689069
17522,1689069
17523,1689069
17524,1689069
17525,1689068
17526,1689068
17527,1689068
17528,1689068
17529,1689068
17530,1689068
17531,1689068
17532,1689068
17533,1689067
17534,1689067
17535,1689067
17536,1689067
17537,1689067
17538,1689067
17539,1689067
17540,1689067
17541,1689067
17542,1689066
17543,1689066
17544,1689066
17545,1689066
17546,1689066
17547,1689066
17548,1689066
17549,1689066
17550,1689065
17551,1689065
17552,1689065
17553,1689065
17554,1689065
17555,1689065
17556,1689065
17557,1689065
17558,1689064
17559,1689064
17560,1689064
17561,1689064
17562,1689064
17563,1689064
17564,1689064
17565,1689064
17566,1689063
17567,1689063
17568,1689063
17569,1689063
17570,1689063
17571,1689063
17572,1689063
17573,1689063
17574,1689062
17575,1689062
17576,1689062
17577,1689062
17578,1689062
17579,1689062
17580,1689062
17581,1689062
17582,1689061
17583,1689061
17584,1689061
17585,1689061
17586,1689061
17587,1689061
17588,1689061
17589,1689061
17590,1689061
17591,1689060
17592,1689060
17593,1689060
17594,1689060
17595,1689060
17596,1689060
17597,1689060
17598,1689060
17599,1689059
17600,1689059
17601,1689059
17602,1689059
17603,1689059
17604,1689059
17605,1689059
17606,1689059
17607,1689058
17608,1689058
17609,1689058
17610,1689058
17611,1689058
17612,1689058
17613,1689058
17614,1689058
17615,1689058
17616,1689057
17617,1689057
17618,1689057
17619,1689057
17620,1689057
17621,1689057
17622,1689057
17623,1689057
17624,1689056
17625,1689056
17626,1689056
17627,1689056
17628,1689056
17629,1689056
17630,1689056
17631,1689056
17632,1689056
17633,1689055
17634,1689055
17635,1689055
17636,1689055
17637,1689055
17638,1689055
17639,1689055
17640,1689055
17641,1689054
17642,1689054
17643,1689054
17644,1689054
17645,1689054
17646,1689054
17647,1689054
17648,1689054
17649,1689054
17650,1689053
17651,1689053
17652,1689053
17653,1689053
17654,1689053
17655,1689053
17656,1689053
17657,1689053
17658,1689052
17659,1689052
17660,1689052
17661,1689052
17662,1689052
17663,1689052
17664,1689052
17665,1689052
17666,1689052
17667,1689051
17668,1689051
17669,1689051
17670,1689051
17671,1689051
17672,1689051
17673,1689051
17674,1689051
17675,1689050
17676,1689050
17677,1689050
17678,1689050
17679,1689050
17680,1689050
17681,1689050
17682,1689050
17683,1689050
17684,1689049
17685,1689049
17686,1689049
17687,1689049
17688,1689049
17689,1689049
17690,1689049
17691,1689049
17692,1689048
17693,1689048
17694,1689048
17695,1689048
17696,1689048
17697,1689048
17698,1689048
17699,1689048
17700,1689048
17701,1689047
17702,1689047
17703,1689047
17704,1689047
17705,1689047
17706,1689047
17707,1689047
17708,1689047
17709,1689047
17710,1689046
17711,1689046
17712,1689046
17713,1689046
17714,1689046
17715,1689046
17716,1689046
17717,1689046
17718,1689046
17719,1689045
17720,1689045
17721,1689045
17722,1689045
17723,1689045
17724,1689045
17725,1689045
17726,1689045
17727,1689045
17728,1689044
17729,1689044
17730,1689044
17731,1689044
17732,1689044
17733,1689044
17734,1689044
17735,1689044
17736,1689043
17737,1689043
17738,1689043
17739,1689043
17740,1689043
17741,1689043
17742,1689043
17743,1689043
17744,1689043
17745,1689042
17746,1689042
17747,1689042
17748,1689042
17749,1689042
17750,1689042
17751,1689042
17752,1689042
17753,1689042
17754,1689041
17755,1689041
17756,1689041
17757,1689041
17758,1689041
17759,1689041
17760,1689041
17761,1689041
17762,1689041
17763,1689040
17764,1689040
17765,1689040
17766,1689040
17767,1689040
17768,1689040
17769,1689040
17770,1689040
17771,1689039
17772,1689039
17773,1689039
17774,1689039
17775,1689039
17776,1689039
17777,1689039
17778,1689039
17779,1689039
17780,1689038
17781,1689038
17782,1689038
17783,1689038
17784,1689038
17785,1689038
17786,1689038
17787,1689038
17788,1689038
17789,1689038
17790,1689037
17791,1689037
17792,1689037
17793,1689037
17794,1689037
17795,1689037
17796,1689037
17797,1689037
17798,1689037
17799,1689036
17800,1689036
17801,1689036
17802,1689036
17803,1689036
17804,1689036
17805,1689036
17806,1689036
17807,1689036
17808,1689035
17809,1689035
17810,1689035
17811,1689035
17812,1689035
17813,1689035
17814,1689035
17815,1689035
17816,1689035
17817,1689034
17818,1689034
17819,1689034
17820,1689034
17821,1689034
17822,1689034
17823,1689034
17824,1689034
17825,1689034
17826,1689033
17827,1689033
17828,1689033
17829,1689033
17830,1689033
17831,1689033
17832,1689033
17833,1689033
17834,1689033
17835,1689032
17836,1689032
17837,1689032
17838,1689032
17839,1689032
17840,1689032
17841,1689032
17842,1689032
17843,1689032
17844,1689031
17845,1689031
17846,1689031
17847,1689031
17848,1689031
17849,1689031
17850,1689031
17851,1689031
17852,1689031
17853,1689030
17854,1689030
17855,1689030
17856,1689030
17857,1689030
17858,1689030
17859,1689030
17860,1689030
17861,1689030
17862,1689029
17863,1689029
17864,1689029
17865,1689029
17866,1689029
17867,1689029
17868,1689029
17869,1689029
17870,1689029
17871,1689028
17872,1689028
17873,1689028
17874,1689028
17875,1689028
17876,1689028
17877,1689028
17878,1689028
17879,1689028
17880,1689027
17881,1689027
17882,1689027
17883,1689027
17884,1689027
17885,1689027
17886,1689027
17887,1689027
17888,1689027
17889,1689027
17890,1689026
17891,1689026
17892,1689026
17893,1689026
17894,1689026
17895,1689026
17896,1689026
17897,1689026
17898,1689026
17899,1689025
17900,1689025
17901,1689025
17902,1689025
17903,1689025
17904,1689025
17905,1689025
17906,1689025
17907,1689025
17908,1689024
17909,1689024
17910,1689024
17911,1689024
17912,1689024
17913,1689024
17914,1689024
17915,1689024
17916,1689024
17917,1689023
17918,1689023
17919,1689023
17920,1689023
17921,1689023
17922,1689023
17923,1689023
17924,1689023
17925,1689023
17926,1689023
17927,1689022
17928,1689022
17929,1689022
17930,1689022
17931,1689022
17932,1689022
17933,1689022
17934,1689022
17935,1689022
17936,1689022
17937,1689021
17938,1689021
17939,1689021
17940,1689021
17941,1689021
17942,1689021
17943,1689021
17944,1689021
17945,1689021
17946,1689020
17947,1689020
17948,1689020
17949,1689020
17950,1689020
17951,1689020
17952,1689020
17953,1689020
17954,1689020
17955,1689020
17956,1689019
17957,1689019
17958,1689019
17959,1689019
17960,1689019
17961,1689019
17962,1689019
17963,1689019
17964,1689019
17965,1689019
17966,1689018
17967,1689018
17968,1689018
17969,1689018
17970,1689018
17971,1689018
17972,1689018
17973,1689018
17974,1689018
17975,1689017
17976,1689017
17977,1689017
17978,1689017
17979,1689017
17980,1689017
17981,1689017
17982,1689017
17983,1689017
17984,1689017
17985,1689016
17986,1689016
17987,1689016
17988,1689016
17989,1689016
17990,1689016
17991,1689016
17992,1689016
17993,1689016
17994,1689016
17995,1689015
17996,1689015
17997,1689015
17998,1689015
17999,1689015
18000,1689015
18001,1689015
18002,1689015
18003,1689015
18004,1689014
18005,1689014
18006,1689014
18007,1689014
18008,1689014
18009,1689014
18010,1689014
18011,1689014
18012,1689014
18013,1689014
18014,1689013
18015,1689013
18016,1689013
18017,1689013
18018,1689013
18019,1689013
18020,1689013
18021,1689013
18022,1689013
18023,1689013
18024,1689013
18025,1689012
18026,1689012
18027,1689012
18028,1689012
18029,1689012
18030,1689012
18031,1689012
18032,1689012
18033,1689012
18034,1689012
18035,1689011
18036,1689011
18037,1689011
18038,1689011
18039,1689011
18040,1689011
18041,1689011
18042,1689011
18043,1689011
18044,1689011
18045,1689010
18046,1689010
18047,1689010
18048,1689010
18049,1689010
18050,1689010
18051,1689010
18052,1689010
18053,1689010
18054,1689010
18055,1689009
18056,1689009
18057,1689009
18058,1689009
18059,1689009
18060,1689009
18061,1689009
18062,1689009
18063,1689009
18064,1689009
18065,1689008
18066,1689008
18067,1689008
18068,1689008
18069,1689008
18070,1689008
18071,1689008
18072,1689008
18073,1689008
18074,1689008
18075,1689007
18076,1689007
18077,1689007
18078,1689007
18079,1689007
18080,1689007
18081,1689007
18082,1689007
18083,1689007
18084,1689007
18085,1689006
18086,1689006
18087,1689006
18088,1689006
18089,1689006
18090,1689006
18091,1689006
18092,1689006
18093,1689006
18094,1689006
18095,1689005
18096,1689005
18097,1689005
18098,1689005
18099,1689005
18100,1689005
18101,1689005
18102,1689005
18103,1689005
18104,1689005
18105,1689004
18106,1689004
18107,1689004
18108,1689004
18109,1689004
18110,1689004
18111,1689004
18112,1689004
18113,1689004
18114,1689004
18115,1689004
18116,1689003
18117,1689003
18118,1689003
18119,1689003
18120,1689003
18121,1689003
18122,1689003
18123,1689003
18124,1689003
18125,1689003
18126,1689002
18127,1689002
18128,1689002
18129,1689002
18130,1689002
18131,1689002
18132,1689002
18133,1689002
18134,1689002
18135,1689002
18136,1689002
18137,1689001
18138,1689001
18139,1689001
18140,1689001
18141,1689001
18142,1689001
18143,1689001
18144,1689001
18145,1689001
18146,1689001
18147,1689000
18148,1689000
18149,1689000
18150,1689000
18151,1689000
18152,1689000
18153,1689000
18154,1689000
18155,1689000
18156,1689000
18157,1689000
18158,1688999
18159,1688999
18160,1688999
18161,1688999
18162,1688999
18163,1688999
18164,1688999
18165,1688999
18166,1688999
18167,1688999
18168,1688998
18169,1688998
18170,1688998
18171,1688998
18172,1688998
18173,1688998
18174,1688998
18175,1688998
18176,1688998
18177,1688998
18178,1688998
18179,1688997
18180,1688997
18181,1688997
18182,1688997
18183,1688997
18184,1688997
18185,1688997
18186,1688997
18187,1688997
18188,1688997
18189,1688997
18190,1688996
18191,1688996
18192,1688996
18193,1688996
18194,1688996
18195,1688996
18196,1688996
18197,1688996
18198,1688996
18199,1688996
18200,1688996
18201,1688995
18202,1688995
18203,1688995
18204,1688995
18205,1688995
18206,1688995
18207,1688995
18208,1688995
18209,1688995
18210,1688995
18211,1688994
18212,1688994
18213,1688994
18214,1688994
18215,1688994
18216,1688994
18217,1688994
18218,1688994
18219,1688994
18220,1688994
18221,1688994
18222,1688993
18223,1688993
18224,1688993
18225,1688993
18226,1688993
18227,1688993
18228,1688993
18229,1688993
18230,1688993
18231,1688993
18232,1688993
18233,1688992
18234,1688992
18235,1688992
18236,1688992
18237,1688992
18238,1688992
18239,1688992
18240,1688992
18241,1688992
18242,1688992
18243,1688992
18244,1688991
18245,1688991
18246,1688991
18247,1688991
18248,1688991
18249,1688991
18250,1688991
18251,1688991
18252,1688991
18253,1688991
18254,1688991
18255,1688990
18256,1688990
18257,1688990
18258,1688990
18259,1688990
18260,1688990
18261,1688990
18262,1688990
18263,1688990
18264,1688990
18265,1688990
18266,1688990
18267,1688989
18268,1688989
18269,1688989
18270,1688989
18271,1688989
18272,1688989
18273,1688989
18274,1688989
18275,1688989
18276,1688989
18277,1688989
18278,1688988
18279,1688988
18280,1688988
18281,1688988
18282,1688988
18283,1688988
18284,1688988
18285,1688988
18286,1688988
18287,1688988
18288,1688988
18289,1688987
18290,1688987
18291,1688987
18292,1688987
18293,1688987
18294,1688987
18295,1688987
18296,1688987
18297,1688987
18298,1688987
18299,1688987
18300,1688986
18301,1688986
18302,1688986
18303,1688986
18304,1688986
18305,1688986
18306,1688986
18307,1688986
18308,1688986
18309,1688986
18310,1688986
18311,1688985
18312,1688985
18313,1688985
18314,1688985
18315,1688985
18316,1688985
18317,1688985
18318,1688985
18319,1688985
18320,1688985
18321,1688985
18322,1688984
18323,1688984
18324,1688984
18325,1688984
18326,1688984
18327,1688984
18328,1688984
18329,1688984
18330,1688984
18331,1688984
18332,1688984
18333,1688983
18334,1688983
18335,1688983
18336,1688983
18337,1688983
18338,1688983
18339,1688983
18340,1688983
18341,1688983
18342,1688983
18343,1688983
18344,1688983
18345,1688982
18346,1688982
18347,1688982
18348,1688982
18349,1688982
18350,1688982
18351,1688982
18352,1688982
18353,1688982
18354,1688982
18355,1688982
18356,1688981
18357,1688981
18358,1688981
18359,1688981
18360,1688981
18361,1688981
18362,1688981
18363,1688981
18364,1688981
18365,1688981
18366,1688981
18367,1688981
18368,1688980
18369,1688980
18370,1688980
18371,1688980
18372,1688980
18373,1688980
18374,1688980
18375,1688980
18376,1688980
18377,1688980
18378,1688980
18379,1688979
18380,1688979
18381,1688979
18382,1688979
18383,1688979
18384,1688979
18385,1688979
18386,1688979
18387,1688979
18388,1688979
18389,1688979
18390,1688979
18391,1688978
18392,1688978
18393,1688978
18394,1688978
18395,1688978
18396,1688978
18397,1688978
18398,1688978
18399,1688978
18400,1688978
18401,1688978
18402,1688977
18403,1688977
