Time (s),Temperature (C)
13.55,22.4949729447354
13.6,22.4135267015635
13.65,22.3342997685638
13.7,22.2544913912005
13.75,22.1773105514567
13.8,22.0977447563547
13.85,22.016431443558
13.9,21.9432407161898
13.95,21.8589574149529
14,21.7829986252199
14.05,21.7057012676015
14.1,21.6254821792181
14.15,21.5483840065506
14.2,21.4681276642255
14.25,21.3951989598335
14.3,21.30986528585
14.35,21.2377478306508
14.4,21.1603715133592
14.45,21.0770413477314
14.5,21.0052960626456
14.55,20.9255540072984
14.6,20.8476634108335
14.65,20.7707904946233
14.7,20.6940524024537
14.75,20.6168260676218
14.8,20.5405523299974
14.85,20.4608209202868
14.9,20.389664598071
14.95,20.3070026238444
15,20.2322085239754
15.05,20.1577050826349
15.1,20.0807173852675
15.15,20.0011386865855
15.2,19.9297865407078
15.25,19.8494315197729
15.3,19.7757352129437
15.35,19.6991720767737
15.4,19.6231012598018
15.45,19.546169654753
15.5,19.4746371485534
15.55,19.3947140200922
15.6,19.3202934121876
15.65,19.2455735080355
15.7,19.1704343239003
15.75,19.0945239560189
15.8,19.0182869629957
15.85,18.9464100727135
15.9,18.8681157035023
15.95,18.7960991069832
16,18.7179156760982
16.05,18.6483344999044
16.1,18.5658677957769
16.15,18.5002297354857
16.2,18.4204449660788
16.25,18.3449840979115
16.3,18.2773724650968
16.35,18.1951547466287
16.4,18.1247918471242
16.45,18.0527325848403
16.5,17.9754248964757
16.55,17.9023694448982
16.6,17.8317106805554
16.65,17.7522966283058
16.7,17.6852808704569
16.75,17.6062797282575
16.8,17.5348757739675
16.85,17.4635335010281
16.9,17.3866441058103
16.95,17.3167875335933
17,17.2421853919668
17.05,17.1686403217963
17.1,17.0976979363903
17.15,17.0239714369537
17.2,16.9496713276821
17.25,16.8781288945837
17.3,16.8071364630067
17.35,16.7324977079469
17.4,16.6615137446182
17.45,16.5880281809042
17.5,16.5175597503635
17.55,16.44453027815
17.6,16.3706593014462
17.65,16.3010191391176
17.7,16.2291035921558
17.75,16.1552265156762
17.8,16.0864186042093
17.85,16.0131032977515
17.9,15.9399188281616
17.95,15.8736193436353
18,15.7945871847921
18.05,15.7311524819065
18.1,15.6546612497103
18.15,15.5868130162797
18.2,15.5120098378637
18.25,15.4439717747413
18.3,15.3720009575233
18.35,15.3026037989576
18.4,15.2290941190401
18.45,15.1598163664153
18.5,15.0918379733253
18.55,15.0152265360357
18.6,14.9523378328803
18.65,14.8761610843729
18.7,14.8061278382858
18.75,14.7404580175231
18.8,14.6660236080905
18.85,14.5990923925346
18.9,14.5260129646614
18.95,14.4587147392451
19,14.3869642448432
19.05,14.3190306677067
19.1,14.2475930433236
19.15,14.18004158329
19.2,14.1084458129127
19.25,14.0403555224315
19.3,13.9709940332435
19.35,13.9007408650709
19.4,13.8338668810332
19.45,13.7618654391663
19.5,13.6935365027218
19.55,13.6284247297742
19.6,13.5522241691303
19.65,13.4904289237497
19.7,13.4164137493515
19.75,13.3531971805675
19.8,13.2789409843974
19.85,13.215110389209
19.9,13.1424710012484
19.95,13.0782006817721
20,13.0080750030257
20.05,12.9380795853138
20.1,12.8736228305587
20.15,12.803222125222
20.2,12.7352341661677
20.25,12.6681670216686
20.3,12.6000202296395
20.35,12.532011817819
20.4,12.4656756564079
20.45,12.3955214550039
20.5,12.3300593661633
20.55,12.26273062118
20.6,12.1930521393018
20.65,12.127363545915
20.7,12.0611149390216
20.75,11.9932978970962
20.8,11.9243848139404
20.85,11.8596561074993
20.9,11.7911922442671
20.95,11.7262352170171
21,11.6560281191277
21.05,11.5929710702429
21.1,11.5240951518601
21.15,11.4590734202139
21.2,11.3906655129355
21.25,11.3248014617419
21.3,11.2606586297829
21.35,11.1891152831296
21.4,11.1298801112786
21.45,11.0587347092061
21.5,10.9935215774116
21.55,10.9282296487564
21.6,10.8611378308133
21.65,10.7981157854041
21.7,10.7277277083952
21.75,10.6663604860034
21.8,10.5994595721831
21.85,10.5301334726056
21.9,10.4706231216545
21.95,10.4017276126178
22,10.3353214811206
22.05,10.2737626909681
22.1,10.2050233185541
22.15,10.1406661479817
22.2,10.0764008604983
22.25,10.0100630308981
22.3,9.9468261877164
22.35,9.88075290686714
22.4,9.81657797878609
22.45,9.75001814818592
22.5,9.68643633150771
22.55,9.62357742836872
22.6,9.55591297318335
22.65,9.49277013883676
22.7,9.42956355905557
22.75,9.36259873519015
22.8,9.29995372799624
22.85,9.23576013320019
22.9,9.17157750747009
22.95,9.10511776509213
23,9.0446323386077
23.05,8.97907996652054
23.1,8.91485239524849
23.15,8.85005005792863
23.2,8.79009596893246
23.25,8.72057537289749
23.3,8.66149403681715
23.35,8.59752126343392
23.4,8.53003278555605
23.45,8.47205583646979
23.5,8.40549991145213
23.55,8.34242699485412
23.6,8.27864811266909
23.65,8.21688495835673
23.7,8.15332333901085
23.75,8.08949200061312
23.8,8.02745542079748
23.85,7.96403128060075
23.9,7.89944309398834
23.95,7.84132120421202
24,7.77269720191708
24.05,7.71397050777
24.1,7.65042949533051
24.15,7.58764011179431
24.2,7.52412679226694
24.25,7.46388753994
24.3,7.39934806650285
24.35,7.33845841757397
24.4,7.27508012851513
24.45,7.2137631614404
24.5,7.15225072370635
24.55,7.08766261589892
24.6,7.02759001998265
24.65,6.96630568632384
24.7,6.90264261374932
24.75,6.84144620160475
24.8,6.77930275577017
24.85,6.71890457720292
24.9,6.65759835448546
24.95,6.59191373174752
25,6.53562092997873
25.05,6.47251201262321
25.1,6.40678717365387
25.15,6.35270943745621
25.2,6.2861816794337
25.25,6.22874345110824
25.3,6.16328402135917
25.35,6.10470825332573
25.4,6.04267282221718
25.45,5.98437148270364
25.5,5.91959845482705
25.55,5.8619400830807
25.6,5.79855342911856
25.65,5.73934465104912
25.7,5.67899412936112
25.75,5.61710006226565
25.8,5.55694427422134
25.85,5.49721442175007
25.9,5.43477603769122
25.95,5.37743286553086
26,5.31416775670789
26.05,5.25641762597576
26.1,5.19419888309636
26.15,5.13550161838197
26.2,5.07474181080903
26.25,5.01196832962728
26.3,4.95839882432506
26.35,4.89335786573031
26.4,4.83370409034694
26.45,4.77764940277643
26.5,4.71181683057654
26.55,4.65881905020348
26.6,4.59497856512451
26.65,4.53522951838846
26.7,4.47783138882835
26.75,4.41761418704539
26.8,4.35776988008479
26.85,4.29814564999845
26.9,4.23947087452081
26.95,4.18116640430645
27,4.11914873005293
27.05,4.06249657794882
27.1,4.00351481163136
27.15,3.94267083431453
27.2,3.88596223658902
27.25,3.82319791044722
27.3,3.76885298529669
27.35,3.70925993843395
27.4,3.64667634214885
27.45,3.59353096187681
27.5,3.52922875878079
27.55,3.47511427548568
27.6,3.41502012191859
27.65,3.35727210536743
27.7,3.29488860197648
27.75,3.2440285404395
27.8,3.17794985053928
27.85,3.12516945461874
27.9,3.06478537623235
27.95,3.00555028351943
28,2.95081888400506
28.05,2.88846673327106
28.1,2.83505533116016
28.15,2.77252605024069
28.2,2.71855954747429
28.25,2.66001546052655
28.3,2.59839095624676
28.35,2.54740213751001
28.4,2.48264814597684
28.45,2.43014237315299
28.5,2.37033425214355
28.55,2.31366249422655
28.6,2.25478723608393
28.65,2.19999139987539
28.7,2.14095867407542
28.75,2.08248532005962
28.8,2.02931113128165
28.85,1.96622920354997
28.9,1.9143268692481
28.95,1.8554016687292
29,1.79583947394565
29.05,1.74525269954955
29.1,1.68035073418616
29.15,1.6307295208008
29.2,1.56737215388807
29.25,1.51592021925097
29.3,1.45822230864934
29.35,1.39695627385453
29.4,1.34660654561179
29.45,1.28656131313375
29.5,1.22993283122486
29.55,1.17626750933448
29.6,1.11601047549192
29.65,1.0626514978149
29.7,1.004664572661
29.75,0.948290619228487
29.8,0.894360341787831
29.85,0.834402539045584
29.9,0.783236321576396
29.95,0.721497974694955
30,0.67068456547338
30.05,0.612281064591343
30.1,0.554725762061821
30.15,0.501652085441265
30.2,0.445915302107892
30.25,0.387071185381728
30.3,0.335875400715963
30.35,0.274849751342572
30.4,0.225205916043933
30.45,0.163904228091212
30.5,0.113080162494441
30.55,0.054353422858469
30.6,0.000348426511038724
30.65,-0.0549301286712875
30.7,-0.110746082182345
30.75,-0.167498126040584
30.8,-0.216915529980895
30.85,-0.279899081533017
30.9,-0.329878001620443
30.95,-0.386279154668102
31,-0.442573783480782
31.05,-0.494210094443076
31.1,-0.553851984051732
31.15,-0.605005076915234
31.2,-0.660103394525663
31.25,-0.718167798665377
31.3,-0.768341304259025
31.35,-0.826563694357787
31.4,-0.879438542620164
31.45,-0.934652042475818
31.5,-0.989268075167274
31.55,-1.04345892276501
31.6,-1.09741395840376
31.65,-1.154627100082
31.7,-1.2037227390519
31.75,-1.2624359413615
31.8,-1.31572665440882
31.85,-1.37017591656524
31.9,-1.42275021635351
31.95,-1.47826553231471
32,-1.53129280267677
32.05,-1.58747346583129
32.1,-1.6394928163848
32.15,-1.69296454234762
32.2,-1.74961716708708
32.25,-1.80006671068827
32.3,-1.85590872753949
32.35,-1.91004041163905
32.4,-1.96217802056606
32.45,-2.01687551959225
32.5,-2.07041205098409
32.55,-2.12428830686838
32.6,-2.17571715524974
32.65,-2.23306446672484
32.7,-2.2681844238594
32.75,-2.37576376859613
32.8,-2.35477205468879
32.85,-2.46266242168423
32.9,-2.48988523633977
32.95,-2.55432600101528
33,-2.60277836899002
33.05,-2.65853500224159
33.1,-2.70808113448948
33.15,-2.76514142862698
33.2,-2.81512100799176
33.25,-2.86833736358534
33.3,-2.92420012539617
33.35,-2.97268571902197
33.4,-3.02924514266385
33.45,-3.0812369553467
33.5,-3.13000431570066
33.55,-3.19021301973896
33.6,-3.23512151498539
33.65,-3.2923639147287
33.7,-3.34327965531423
33.75,-3.39689128645051
33.8,-3.44802251330179
33.85,-3.50202212222763
33.9,-3.55137108668782
33.95,-3.60839753325786
34,-3.65545577243876
34.05,-3.71293588146528
34.1,-3.75979641289024
34.15,-3.81690693574228
34.2,-3.86522273747596
34.25,-3.91953431306445
34.3,-3.97052406341413
34.35,-4.02355664014033
34.4,-4.07410688199354
34.45,-4.12579541898396
34.5,-4.18051758019402
34.55,-4.22973046792293
34.6,-4.28036556697788
34.65,-4.33593367414136
34.7,-4.38492641849632
34.75,-4.43628864014477
34.8,-4.49001546797069
34.85,-4.53927735446399
34.9,-4.59224778534718
34.95,-4.64426240220365
35,-4.69295306927478
35.05,-4.74681572303683
35.1,-4.79765656197065
35.15,-4.84866185111207
35.2,-4.90038212355688
35.25,-4.95096551716028
35.3,-5.002423193509
35.35,-5.05223273778495
35.4,-5.10700288461891
35.45,-5.15494275135433
35.5,-5.20609802880779
35.55,-5.25722005323325
35.6,-5.30975227432623
35.65,-5.3591895259845
35.7,-5.41125947159486
35.75,-5.45961522878628
35.8,-5.51242101927818
35.85,-5.56303259377108
35.9,-5.61266516733838
35.95,-5.66443948150828
36,-5.714585526723
36.05,-5.76572368625813
36.1,-5.81444434703377
36.15,-5.86676146549274
36.2,-5.91573896582037
36.25,-5.96917742979525
36.3,-6.01441820540413
36.35,-6.06980574964604
36.4,-6.11646075195716
36.45,-6.16993467415551
36.5,-6.2154018899696
36.55,-6.27176780113882
36.6,-6.31591933264525
36.65,-6.37097818538803
36.7,-6.41730809498705
36.75,-6.46802628482527
36.8,-6.51992888274458
36.85,-6.56875587709294
36.9,-6.61762608656124
36.95,-6.66728808391019
37,-6.72063253626629
37.05,-6.76574077146392
37.1,-6.81755290193314
37.15,-6.86885463536316
37.2,-6.91541753439935
37.25,-6.96694419043672
37.3,-7.01554061824913
37.35,-7.06481960478828
37.4,-7.11701861363883
37.45,-7.16291498112201
37.5,-7.21360290310349
37.55,-7.26428031795848
37.6,-7.31140735996945
37.65,-7.36119494978391
37.7,-7.41284126382675
37.75,-7.45817700544148
37.8,-7.51138859419632
37.85,-7.55698148844283
37.9,-7.60694376650065
37.95,-7.6580655920626
38,-7.70430809428211
38.05,-7.75656259061577
38.1,-7.80069715481045
38.15,-7.85371037086054
38.2,-7.90212683724201
38.25,-7.94761385003756
38.3,-8.00038505987567
38.35,-8.04724419149227
38.4,-8.09667062394544
38.45,-8.14440544031169
38.5,-8.19204199896086
38.55,-8.24394587320404
38.6,-8.29065717571672
38.65,-8.33669504268829
38.7,-8.38970361692873
38.75,-8.43531134013529
38.8,-8.48434737184448
38.85,-8.53220107453683
38.9,-8.58137623123361
38.95,-8.62856015542872
39,-8.6781410932885
39.05,-8.72607048751007
39.1,-8.7725010571134
39.15,-8.82306288567065
39.2,-8.86927883985823
39.25,-8.91717019674439
39.3,-8.967368846017
39.35,-9.01348761969535
39.4,-9.06197582788479
39.45,-9.10970310759438
39.5,-9.15679141104368
39.55,-9.20723158981963
39.6,-9.2515799514951
39.65,-9.30034164475882
39.7,-9.3502949854842
39.75,-9.39499720382952
39.8,-9.44459650331981
39.85,-9.49130960405824
39.9,-9.53859979356889
39.95,-9.58674602849982
40,-9.63381928269581
40.05,-9.68043499267577
40.1,-9.73028521409879
40.15,-9.77465565281676
40.2,-9.82482388550864
40.25,-9.86953759201521
40.3,-9.91717422495515
40.35,-9.96677525594305
40.4,-10.0121885444029
40.45,-10.0579804801317
40.5,-10.1067063224017
40.55,-10.1540803147439
40.6,-10.200416423488
40.65,-10.2465102983456
40.7,-10.2959751611521
40.75,-10.340095928233
40.8,-10.3875684540405
40.85,-10.4361353906691
40.9,-10.4817796268965
40.95,-10.5273312976436
41,-10.5753770813035
41.05,-10.6223019335048
41.1,-10.6682018019866
41.15,-10.713836182038
41.2,-10.7631504671044
41.25,-10.8082043217865
41.3,-10.8528853216359
41.35,-10.9024470987762
41.4,-10.9459245381581
41.45,-10.9950488698998
41.5,-11.0394973855115
41.55,-11.0861938806406
41.6,-11.1326485230564
41.65,-11.1780439829285
41.7,-11.2256587132262
41.75,-11.2704045701443
41.8,-11.3182472956959
41.85,-11.3623761393039
41.9,-11.4088325827574
41.95,-11.4549208853426
42,-11.5029407652212
42.05,-11.5448265251637
42.1,-11.5934156549647
42.15,-11.6394088809596
42.2,-11.6831679994306
42.25,-11.7319441570461
42.3,-11.7740530813434
42.35,-11.8217725150782
42.4,-11.8679300800987
42.45,-11.9124145417944
42.5,-11.9588648307494
42.55,-12.0027876208331
42.6,-12.0495116648068
42.65,-12.0947129252073
42.7,-12.1402971181071
42.75,-12.185860970749
42.8,-12.2293823059586
42.85,-12.2777156272794
42.9,-12.3200115502562
42.95,-12.3661417754415
43,-12.4129035853384
43.05,-12.4555922955146
43.1,-12.5026021386372
43.15,-12.5464146087662
43.2,-12.5914224324891
43.25,-12.638235304479
43.3,-12.6794350099173
43.35,-12.7286712933516
43.4,-12.7710033970428
43.45,-12.8151886464595
43.5,-12.8619412823876
43.55,-12.9051233946567
43.6,-12.9511817498263
43.65,-12.9940031386463
43.7,-13.0406468493443
43.75,-13.0832547467479
43.8,-13.128933202565
43.85,-13.1734305809129
43.9,-13.2180606107583
43.95,-13.2610922214292
44,-13.3065849272261
44.05,-13.350513533258
44.1,-13.3960441797278
44.15,-13.4379166302809
44.2,-13.4831047477181
44.25,-13.5286261586128
44.3,-13.570968360131
44.35,-13.6165437207976
44.4,-13.6581665525489
44.45,-13.7049233452308
44.5,-13.7477436956292
44.55,-13.7909215065206
44.6,-13.8345690005396
44.65,-13.8811754113054
44.7,-13.9215380748446
44.75,-13.9675990905361
44.8,-14.0091628989297
44.85,-14.0559402230563
44.9,-14.0951470236051
44.95,-14.1433009892753
45,-14.1836147778233
45.05,-14.2287988467953
45.1,-14.2714310735827
45.15,-14.3142608293903
45.2,-14.3588615374359
45.25,-14.4019574212429
45.3,-14.44426043346
45.35,-14.4880829494199
45.4,-14.5317882071884
45.45,-14.5746290597378
45.5,-14.615612232248
45.55,-14.6626064003352
45.6,-14.7030565076898
45.65,-14.7443407456916
45.7,-14.7915553451736
45.75,-14.8322622313207
45.8,-14.8730206746027
45.85,-14.9194161525937
45.9,-14.9585464445146
45.95,-15.0048182905899
46,-15.0459508069941
46.05,-15.0852590410879
46.1,-15.1348875664698
46.15,-15.1703981992342
46.2,-15.2162077146345
46.25,-15.2570906677078
46.3,-15.3031291106285
46.35,-15.3399587393702
46.4,-15.3861269664456
46.45,-15.4264584823388
46.5,-15.4691595000401
46.55,-15.5131395498184
46.6,-15.5507697728252
46.65,-15.5961597622194
46.7,-15.6368536398185
46.75,-15.6801877084996
46.8,-15.7199219884053
46.85,-15.7638034226171
46.9,-15.8039354557208
46.95,-15.8448270904648
47,-15.8897975468146
47.05,-15.9290088132519
47.1,-15.9693780637844
47.15,-16.0144037442319
47.2,-16.0528122322318
47.25,-16.0938815446841
47.3,-16.1392975964313
47.35,-16.1742590694698
47.4,-16.2228864649121
47.45,-16.2567044206801
47.5,-16.3019889033403
47.55,-16.3436170401288
47.6,-16.3804408062952
47.65,-16.4269919822937
47.7,-16.462691481262
47.75,-16.5078344653409
47.8,-16.5443433999988
47.85,-16.5884329259874
47.9,-16.6279071257982
47.95,-16.6676793333773
48,-16.7107970254038
48.05,-16.7472523347327
48.1,-16.7906344574045
48.15,-16.8302448181669
48.2,-16.8705203297667
48.25,-16.9100644714386
48.3,-16.9504174380646
48.35,-16.9927151070667
48.4,-17.028975608089
48.45,-17.0728405776284
48.5,-17.1087704454097
48.55,-17.1511150372853
48.6,-17.1917184964036
48.65,-17.2288724637798
48.7,-17.2700021472461
48.75,-17.3086207140277
48.8,-17.350627737003
48.85,-17.3864929999363
48.9,-17.4282703931729
48.95,-17.4674854545999
49,-17.504456056386
49.05,-17.5474817517564
49.1,-17.5829435623072
49.15,-17.6236577439718
49.2,-17.6631362053993
49.25,-17.6997763500119
49.3,-17.7412318112945
49.35,-17.7786506443738
49.4,-17.8164999397994
49.45,-17.8578250393545
49.5,-17.8917600090165
49.55,-17.9351512685788
49.6,-17.9707403095259
49.65,-18.009309642865
49.7,-18.0471663342803
49.75,-18.0870015793488
49.8,-18.1222013402795
49.85,-18.1642769061332
49.9,-18.1969953848335
49.95,-18.2379914827159
50,-18.2769506681391
50.05,-18.3095432976323
50.1,-18.3532745793157
50.15,-18.3852974295574
50.2,-18.4267681773269
50.25,-18.4605206215546
50.3,-18.5005427700089
50.35,-18.5356508035513
50.4,-18.5737359657936
50.45,-18.6101102580695
50.5,-18.6479402212924
50.55,-18.6820158626654
50.6,-18.7221656776437
50.65,-18.7561455433485
50.7,-18.7922711443732
50.75,-18.8310233807176
50.8,-18.8653275242357
50.85,-18.9004742249872
50.9,-18.9397039826702
50.95,-18.9719605169761
51,-19.0115168617104
51.05,-19.0424482411664
51.1,-19.0829309789
51.15,-19.114713991596
51.2,-19.152240028229
51.25,-19.1856658796344
51.3,-19.2233570959977
51.35,-19.2548008919289
51.4,-19.2923676830108
51.45,-19.3271927905617
51.5,-19.3593686258023
51.55,-19.3972774102351
51.6,-19.4272367528163
51.65,-19.4666834283595
51.7,-19.4962006034252
51.75,-19.5337185484503
51.8,-19.5651815420739
51.85,-19.5999056217345
51.9,-19.6321302806291
51.95,-19.6696373067403
52,-19.6970546313975
52.05,-19.7342626540446
52.1,-19.7662104626982
52.15,-19.7995330461271
52.2,-19.8316338270157
52.25,-19.8632193000187
52.3,-19.8984734990338
52.35,-19.9277555836924
52.4,-19.9621452576354
52.45,-19.9921533302585
52.5,-20.0263384876244
52.55,-20.0551218256332
52.6,-20.0878791336248
52.65,-20.1193224921354
52.7,-20.1512761188023
52.75,-20.1803477822747
52.8,-20.2120867214279
52.85,-20.2418195990259
52.9,-20.274221471081
52.95,-20.3024527825411
53,-20.3325514623663
53.05,-20.3637740965867
53.1,-20.3917276910896
53.15,-20.4226194070549
53.2,-20.4490561568268
53.25,-20.4829367038373
53.3,-20.5061845294764
53.35,-20.5389330396061
53.4,-20.565712641264
53.45,-20.5933841090349
53.5,-20.6215314587978
53.55,-20.648402051779
53.6,-20.679718788304
53.65,-20.701042787658
53.7,-20.732055421063
53.75,-20.7569298095146
53.8,-20.7848827660381
53.85,-20.8092896547053
53.9,-20.836374519248
53.95,-20.8615539418912
54,-20.8864455954784
54.05,-20.9133382305264
54.1,-20.9356955401066
54.15,-20.9623902421204
54.2,-20.9851084151925
54.25,-21.00976616872
54.3,-21.0323533987005
54.35,-21.0576907973518
54.4,-21.0779275869945
54.45,-21.1033931305121
54.5,-21.1223159495959
54.55,-21.1479675346455
54.6,-21.1683368788696
54.65,-21.1875282745152
54.7,-21.2101376084895
54.75,-21.23181841199
54.8,-21.2493771174747
54.85,-21.2707818460452
54.9,-21.2897185429914
54.95,-21.3096267823248
55,-21.3248162541171
55.05,-21.3483331159172
55.1,-21.3611535591778
55.15,-21.380912361737
55.2,-21.397291814459
55.25,-21.413727671772
55.3,-21.4287288044296
55.35,-21.4440450215484
55.4,-21.4603646859176
55.45,-21.4738327409862
55.5,-21.4884427338547
55.55,-21.4995320596871
55.6,-21.5147764286603
55.65,-21.5266861866935
55.7,-21.5355531035804
55.75,-21.5512678475686
55.8,-21.5579797526303
55.85,-21.5691288110298
55.9,-21.5776401319951
55.95,-21.5884797645769
56,-21.5932321699896
56.05,-21.6022279057919
56.1,-21.6098757856664
56.15,-21.6115427087725
56.2,-21.6222245259584
56.25,-21.6206372797754
56.3,-21.6295500675364
56.35,-21.6295675326559
56.4,-21.6298506232874
56.45,-21.6357988056844
56.5,-21.6306222281585
56.55,-21.6325177109869
56.6,-21.631644893649
56.65,-21.6275731303271
56.7,-21.6258342313849
56.75,-21.6173115193639
