Time (s),Temperature (C)
53.3,-2.5816795163509
53.35,-2.5831289714514
53.4,-2.58450450332879
53.45,-2.58589021413661
53.5,-2.58729057352576
53.55,-2.58867645344594
53.6,-2.59015389503236
53.65,-2.59147021086
53.7,-2.59293923148334
53.75,-2.59433105408624
53.8,-2.59577667693037
53.85,-2.5971725724043
53.9,-2.5986161014481
53.95,-2.60004121371742
54,-2.60146521097278
54.05,-2.60293607916662
54.1,-2.60433916011044
54.15,-2.60581876860306
54.2,-2.60724690743643
54.25,-2.60871071188313
54.3,-2.61014936090908
54.35,-2.61164647826376
54.4,-2.61306682325244
54.45,-2.61458124164847
54.5,-2.61599702386201
54.55,-2.61753294727555
54.6,-2.61900520192609
54.65,-2.62044966651843
54.7,-2.62195953629794
54.75,-2.62348008573957
54.8,-2.62493503344007
54.85,-2.62645864870552
54.9,-2.62795991233918
54.95,-2.62949007934043
55,-2.63094113512108
55.05,-2.6325519875416
55.1,-2.63400096295288
55.15,-2.63556224503924
55.2,-2.63709243999648
55.25,-2.63863306846844
55.3,-2.64015812476435
55.35,-2.64169642640513
55.4,-2.64327264127837
55.45,-2.64481719734403
55.5,-2.64639259354408
55.55,-2.64791462763719
55.6,-2.6495218142083
55.65,-2.65110016976234
55.7,-2.65262331560865
55.75,-2.65428778303362
55.8,-2.65582143794228
55.85,-2.65742970775216
55.9,-2.65901402512281
55.95,-2.6606630019071
56,-2.66221994926076
56.05,-2.66385695085665
56.1,-2.66550680340953
56.15,-2.66705344308735
56.2,-2.66878079343019
56.25,-2.67031640439285
56.3,-2.67204584830523
56.35,-2.67366051019582
56.4,-2.6752704536338
56.45,-2.67701952876808
56.5,-2.67859527630878
56.55,-2.68029464230989
56.6,-2.68199114309095
56.65,-2.6836490734616
56.7,-2.68537192663609
56.75,-2.68698612143106
56.8,-2.68878045325329
56.85,-2.69041049811324
56.9,-2.69217833635832
56.95,-2.69383883891169
57,-2.69561972037673
57.05,-2.69732364205021
57.1,-2.69903734620482
57.15,-2.70083746586539
57.2,-2.70252864668595
57.25,-2.70435451965562
57.3,-2.70601564546376
57.35,-2.70791585559164
57.4,-2.70957486636399
57.45,-2.71142067485943
57.5,-2.71321442123508
57.55,-2.71496917183202
57.6,-2.71684002320984
57.65,-2.71860373362426
57.7,-2.72044845809938
57.75,-2.72225361261701
57.8,-2.72410948144199
57.85,-2.72595543963479
57.9,-2.72779442677665
57.95,-2.72963082479851
58,-2.73156798733999
58.05,-2.73340376727782
58.1,-2.73524021703599
58.15,-2.73721809898751
58.2,-2.73908711302022
58.25,-2.74096149468943
58.3,-2.74291207510356
58.35,-2.74482685803338
58.4,-2.74677296228106
58.45,-2.74875906081172
58.5,-2.75058878401467
58.55,-2.75270249198951
58.6,-2.75457510832138
58.65,-2.75656825912091
58.7,-2.75862389248692
58.75,-2.76053552855063
58.8,-2.76264771553696
58.85,-2.76453507454926
58.9,-2.7667179683142
58.95,-2.76868148833859
59,-2.77070369446557
59.05,-2.77285878656517
59.1,-2.77486226112433
59.15,-2.77697149280948
59.2,-2.77906611522155
59.25,-2.78120110657841
59.3,-2.78328684522825
59.35,-2.78544738355532
59.4,-2.78755321867698
59.45,-2.78979106595693
59.5,-2.79183347152849
59.55,-2.79416851456318
59.6,-2.79626895196287
59.65,-2.79845069260381
59.7,-2.80077334433258
59.75,-2.80294577783707
59.8,-2.80521311566429
59.85,-2.80746910083735
59.9,-2.80978485237517
59.95,-2.81197174060253
60,-2.81447622229609
