Temperature,Time
299.861599890773,0
299.313205191161,0.05
298.883748114851,0.1
299.179949897329,0.15
299.102342018201,0.2
298.800561673681,0.25
298.787471469513,0.3
298.754425994365,0.35
298.742161610297,0.4
298.734323087739,0.45
298.729340799591,0.5
298.726178597072,0.55
298.724157745891,0.6
298.722876955314,0.65
298.722062655216,0.7
298.721532224145,0.75
298.721175506399,0.8
298.72093775828,0.85
298.720766205512,0.9
298.720647324481,0.95
298.720541800263,1
298.720462548009,1.05
298.720396462388,1.1
298.720330384784,1.15
298.720277429937,1.2
298.720224442077,1.25
298.720171396166,1.3
298.720105056723,1.35
298.720051783335,1.4
298.719998380523,1.45
298.719944821311,1.5
298.719891081352,1.55
298.719837136957,1.6
298.719769469651,1.65
298.719714968194,1.7
298.719660194122,1.75
298.719605124121,1.8
298.719535928019,1.85
298.719480107713,1.9
298.719423935947,1.95
298.71935328785,2
298.719296246589,2.05
298.719238806232,2.1
298.719166512204,2.15
298.719108106102,2.2
298.719049263163,2.25
298.718989969888,2.3
298.718915299194,2.35
298.718854941993,2.4
298.718794109432,2.45
298.718732790395,2.5
298.718655543376,2.55
298.718593086733,2.6
298.718530125823,2.65
298.718450802457,2.7
298.718386662365,2.75
298.718305857141,2.8
298.718240520174,2.85
298.718158210209,2.9
298.718091660367,2.95
298.718024577132,3
298.717956954148,3.05
298.71787176976,3.1
298.717802905015,3.15
298.717716170267,3.2
298.717646059892,3.25
298.717557766181,3.3
298.717486404179,3.35
298.717414494944,3.4
298.717342033292,3.45
298.717269017211,3.5
298.717177081643,3.55
298.717102794092,3.6
298.717009274164,3.65
298.716914859849,3.7
298.716838589024,3.75
298.716742593711,3.8
298.7166650532,3.85
298.716567474155,3.9
298.716488666544,3.95
298.716409308298,4
298.716309456772,4.05
298.716228829268,4.1
298.716127400389,4.15
298.716045510878,4.2
298.715942508086,4.25
298.715859358718,4.3
298.715754784849,4.35
298.715670378085,4.4
298.715564236521,4.45
298.715478575505,4.5
298.715370870523,4.55
298.715283958593,4.6
298.71517469443,4.65
298.715086535232,4.7
298.714975716233,4.75
298.714864020534,4.8
298.714773921448,4.85
298.714660687056,4.9
298.714569353408,4.95
298.714454580262,5
298.714362015945,5.05
298.714245709327,5.1
298.714151918459,5.15
298.714034082758,5.2
298.713939068191,5.25
298.713819706708,5.3
298.713723470983,5.35
298.713602586646,5.4
298.713505131858,5.45
298.713382726719,5.5
298.713259461271,5.55
298.713135343853,5.6
298.713035308803,5.65
298.712909690737,5.7
298.71278322101,5.75
298.712681305979,5.8
298.712553347762,5.85
298.712450238151,5.9
298.712320790797,5.95
298.71219050092,6
298.712085532083,6.05
298.711953769425,6.1
298.711821169155,6.15
298.711714353054,6.2
298.711580288936,6.25
298.711445391511,6.3
298.711309669853,6.35
298.711173127934,6.4
298.711063163018,6.45
298.710925179653,6.5
298.710786375376,6.55
298.710674602175,6.6
298.710534367156,6.65
298.710393316507,6.7
298.710279747155,6.75
298.710137273813,6.8
298.709993987974,6.85
298.709849898368,6.9
298.709705008244,6.95
298.709559320562,7
298.709412838625,7.05
298.709294929854,7.1
298.709147054478,7.15
298.708998382568,7.2
298.708848923885,7.25
298.708698682043,7.3
298.708547660088,7.35
298.708426124323,7.4
298.70827373378,7.45
298.708120558942,7.5
298.707997300081,7.55
298.707842760735,7.6
298.707687438207,7.65
298.707531340965,7.7
298.707374471387,7.75
298.707216831209,7.8
298.707058422398,7.85
298.706899247386,7.9
298.706739308828,7.95
298.70657860941,8
298.706417151975,8.05
298.706287272832,8.1
298.706124488473,8.15
298.705960940636,8.2
298.705796638515,8.25
298.705631584601,8.3
298.705465780689,8.35
298.705299228418,8.4
298.70513192949,8.45
298.704963885987,8.5
298.704828740216,8.55
298.704659392936,8.6
298.70448929278,8.65
298.704318448832,8.7
298.704146862912,8.75
298.703974536046,8.8
298.70380146962,8.85
298.703627664972,8.9
298.703453123432,8.95
298.703277846878,9
298.70310183713,9.05
298.702925095902,9.1
298.702747625156,9.15
298.702569426586,9.2
298.702390501819,9.25
298.702175108548,9.3
298.702030526,9.35
298.701813406558,9.4
298.701631403255,9.45
298.701448701753,9.5
298.701265294319,9.55
298.701081181742,9.6
298.700896365507,9.65
298.700710847089,9.7
298.700524627768,9.75
298.700337708554,9.8
298.700150090374,9.85
298.699961773936,9.9
298.699772759746,9.95
298.69954531003,10
298.699354714003,10.05
298.699163440685,10.1
298.698971480611,10.15
298.698778833347,10.2
298.698585499514,10.25
298.698391479728,10.3
298.698158046697,10.35
298.697962470289,10.4
298.697766228964,10.45
298.697569312536,10.5
298.697332420416,10.55
298.697133967181,10.6
298.696934858681,10.65
298.696735084748,10.7
298.696534644475,10.75
298.696293541698,10.8
298.696091584484,10.85
298.695848688935,10.9
298.695645245099,10.95
298.695441162824,11
298.69523643127,11.05
298.695031049226,11.1
298.694825016263,11.15
298.694577230432,11.2
298.694369711179,11.25
298.694161559616,11.3
298.693911243512,11.35
298.693701618145,11.4
298.693491365561,11.45
298.693238538102,11.5
298.693026822564,11.55
298.692814485726,11.6
298.692559167973,11.65
298.692345380006,11.7
298.692088345455,11.75
298.691873132683,11.8
298.691657310184,11.85
298.691440865346,11.9
298.6911806358,11.95
298.690962758836,12
298.690700836051,12.05
298.690481552853,12.1
298.690217950859,12.15
298.689997271472,12.2
298.689775995657,12.25
298.689509995725,12.3
298.689287317455,12.35
298.689019657839,12.4
298.688795600695,12.45
298.688526294438,12.5
298.68830086773,12.55
298.688029925908,12.6
298.687803138781,12.65
298.687530571975,12.7
298.68730243311,12.75
298.687073718296,12.8
298.686798828351,12.85
298.686568750463,12.9
298.686292246153,12.95
298.686060825646,13
298.685828832956,13.05
298.685550018427,13.1
298.685316667696,13.15
298.685036243501,13.2
298.684754903188,13.25
298.684519465159,13.3
298.684236551289,13.35
298.683999791763,13.4
298.683715296564,13.45
298.683429900415,13.5
298.683191090401,13.55
298.682904150658,13.6
298.682616321602,13.65
298.682375490382,13.7
298.682086139497,13.75
298.681844029143,13.8
298.681553147135,13.85
298.681309760921,13.9
298.68101735167,13.95
298.680724067422,14
298.680478694178,14.05
298.680183911777,14.1
298.679888261117,14.15
298.679591763118,14.2
298.679343719631,14.25
298.679045750329,14.3
298.678796466458,14.35
298.67849700934,14.4
298.678196696984,14.45
298.677945474718,14.5
298.67764370137,14.55
298.677341077272,14.6
298.677037622838,14.65
298.676733344908,14.7
298.676428249375,14.75
298.676173053533,14.8
298.67586653965,14.85
298.675610146163,14.9
298.675302194612,14.95
298.674993412316,15
298.674683818868,15.05
298.674373420254,15.1
298.674062221564,15.15
298.6738019455,15.2
298.673489357933,15.25
298.673175954742,15.3
298.67286175589,15.35
298.672546767371,15.4
298.672230993642,15.45
298.67196691115,15.5
298.671649775821,15.55
298.671331838285,15.6
298.671013117877,15.65
298.670693619692,15.7
298.6703733476,15.75
298.670052305253,15.8
298.669783837516,15.85
298.669461460241,15.9
298.669138293095,15.95
298.668814355272,16
298.668489651221,16.05
298.668164183985,16.1
298.667892028989,16.15
298.667511173741,16.2
298.667183380228,16.25
298.666909309005,16.3
298.666525794052,16.35
298.666195728521,16.4
298.665864943411,16.45
298.66553342346,16.5
298.66520116941,16.55
298.664868183223,16.6
298.664534467572,16.65
298.664200024776,16.7
298.663864856741,16.75
298.663528965486,16.8
298.663192352202,16.85
298.662855018458,16.9
298.662516965625,16.95
298.662178194692,17
298.661838706863,17.05
298.661498502934,17.1
298.661157583748,17.15
298.660815950309,17.2
298.66047360311,17.25
298.660130542444,17.3
298.659729906702,17.35
298.65938520857,17.4
298.659039837505,17.45
298.658693774054,17.5
298.658347016545,17.55
298.657999565425,17.6
298.657651420787,17.65
298.65730258249,17.7
298.656895238713,17.75
298.656544801404,17.8
298.656193708651,17.85
298.655783759825,17.9
298.655431102054,17.95
298.655019372684,18
298.654723893361,18.05
298.654310630513,18.1
298.653955130121,18.15
298.653599002558,18.2
298.653242226097,18.25
298.652884796014,18.3
298.65252670984,18.35
298.652108634685,18.4
298.651749020321,18.45
298.65138878144,18.5
298.650968210988,18.55
298.650606463075,18.6
298.650184172313,18.65
298.649820961749,18.7
298.649457145675,18.75
298.649032430306,18.8
298.648667144605,18.85
298.6482407556,18.9
298.647874046101,18.95
298.647506748829,19
298.647138838639,19.05
298.646709365747,19.1
298.646340007372,19.15
298.645908885295,19.2
298.645538121671,19.25
298.645166777803,19.3
298.644733319644,19.35
298.644360550488,19.4
298.643925465921,19.45
298.643551310157,19.5
298.643176582604,19.55
298.642739191933,19.6
298.64236305489,19.65
298.641924054124,19.7
298.641546542734,19.75
298.641105947962,19.8
298.640727074062,19.85
298.640284898133,19.9
298.639904672063,19.95
298.639460926852,20
298.63901627011,20.05
298.638633951314,20.1
298.63818778881,20.15
298.637740733709,20.2
298.637356371191,20.25
298.636907844454,20.3
298.636522201301,20.35
298.636072183215,20.4
298.635621290898,20.45
298.635233648927,20.5
298.63478131604,20.55
298.634328120157,20.6
298.633938509285,20.65
298.633483891607,20.7
298.633028419719,20.75
298.632572128712,20.8
298.63217987815,20.85
298.631722202309,20.9
298.63132873771,20.95
