Temperature,Time
300.633901601323,0
294.813793664433,0.05
290.6965812206,0.1
358.930634754178,0.15
348.87278348529,0.2
322.571931212087,0.25
324.697450934007,0.3
323.846381844135,0.35
316.490852079915,0.4
312.643425448563,0.45
310.853167659224,0.5
309.952953689171,0.55
309.464165366761,0.6
309.17761190508,0.65
308.992250621196,0.7
308.863783205498,0.75
308.76281590454,0.8
308.686733590575,0.85
308.616273645155,0.9
308.558888475746,0.95
308.499557530499,1
308.449016717711,1.05
308.39711862396,1.1
308.345278253113,1.15
308.298146159255,1.2
308.251100766211,1.25
308.204968442072,1.3
308.150494008455,1.35
308.097019481794,1.4
308.052208737817,1.45
308.002606635447,1.5
307.953697652442,1.55
307.904586887315,1.6
307.855978810488,1.65
307.808861852878,1.7
307.758746826257,1.75
307.711914741924,1.8
307.663478014248,1.85
307.614211824515,1.9
307.568153311125,1.95
307.518229248435,2
307.471334637375,2.05
307.424240204466,2.1
307.374919352366,2.15
307.328531670813,2.2
307.280443986784,2.25
307.232965535985,2.3
307.185187145413,2.35
307.138923316272,2.4
307.090558925255,2.45
307.043104395732,2.5
306.996695807989,2.55
306.94964819046,2.6
306.902460186695,2.65
306.855179581655,2.7
306.808786005532,2.75
306.760311736511,2.8
306.717697330529,2.85
306.665360965269,2.9
306.6228730899,2.95
306.574016116049,3
306.52996349054,3.05
306.480714259069,3.1
306.436286314096,3.15
306.388634251134,3.2
306.34458782562,3.25
306.295007144605,3.3
306.251799729506,3.35
306.204838587553,3.4
306.158012828997,3.45
306.114270247152,3.5
306.064850311426,3.55
306.022379360304,3.6
305.976027685959,3.65
305.928177379089,3.7
305.884912046298,3.75
305.837687506267,3.8
305.794870224348,3.85
305.745867464568,3.9
305.702232045035,3.95
305.65790861754,4
305.610294239187,4.05
305.568384369973,4.1
305.519192577307,4.15
305.478338389936,4.2
305.429618422513,4.25
305.387453875845,4.3
305.339448445886,4.35
305.299124705435,4.4
305.250794186976,4.45
305.206837170821,4.5
305.162190193307,4.55
305.119602023184,4.6
305.071300765675,4.65
305.029538354042,4.7
304.985286408952,4.75
304.938819004055,4.8
304.89722603249,4.85
304.850533838484,4.9
304.807497863436,4.95
304.762780738501,5
304.721123916056,5.05
304.673069745097,5.1
304.632096850046,5.15
304.587523590944,5.2
304.543396354361,5.25
304.499640716605,5.3
304.457287166683,5.35
304.409924690331,5.4
304.371134156673,5.45
304.323747119499,5.5
304.28270910206,5.55
304.237538551322,5.6
304.195950121302,5.65
304.15062131304,5.7
304.108362761755,5.75
304.06641092945,5.8
304.020025348609,5.85
303.980189346763,5.9
303.935654197163,5.95
303.892157365678,6
303.850400168261,6.05
303.808164649869,6.1
303.761344364657,6.15
303.724041821083,6.2
303.677346776742,6.25
303.636376700874,6.3
303.594007364792,6.35
303.549909150682,6.4
303.508750403612,6.45
303.466280476595,6.5
303.422603469345,6.55
303.382265850443,6.6
303.338929169914,6.65
303.294698175191,6.7
303.257459342691,6.75
303.210106560075,6.8
303.171063013966,6.85
303.127944607936,6.9
303.086530069835,6.95
303.045091879196,7
303.001044701601,7.05
302.961587756078,7.1
302.918608856899,7.15
302.876893709301,7.2
302.836153800337,7.25
302.793923900505,7.3
302.751046740926,7.35
302.713121828864,7.4
302.668096413257,7.45
302.626979798836,7.5
302.58911098789,7.55
302.543200685459,7.6
302.505462679196,7.65
302.462455031321,7.7
302.421209235835,7.75
302.380975068993,7.8
302.340027841303,7.85
302.298306781579,7.9
302.257456042533,7.95
302.217086640789,8
302.17553514726,8.05
302.13622948131,8.1
302.092950827524,8.15
302.054015708631,8.2
302.013084870318,8.25
301.972851055775,8.3
301.930909359542,8.35
301.891488910379,8.4
301.852096704123,8.45
301.808565147376,8.5
301.771183280365,8.55
301.729627603232,8.6
301.690147895243,8.65
301.647726477379,8.7
301.610002306194,8.75
301.569812484875,8.8
301.527028089375,8.85
301.489625128761,8.9
301.449985957809,8.95
301.407278446047,9
301.370466465845,9.05
301.329098519223,9.1
301.288375883271,9.15
301.25015869033,9.2
301.211144499587,9.25
301.16831448151,9.3
301.132954084886,9.35
301.089789800558,9.4
301.051097736965,9.45
301.013553527726,9.5
300.972459688638,9.55
300.932970922114,9.6
300.894568546863,9.65
300.853964881578,9.7
300.816021552705,9.75
300.77636153066,9.8
300.737151877524,9.85
300.697853339784,9.9
300.65986859486,9.95
300.618459198779,10
300.582601173793,10.05
300.541365631744,10.1
300.503779694872,10.15
300.463551179349,10.2
300.42571200128,10.25
300.387685081154,10.3
300.347639386455,10.35
300.309064063304,10.4
300.271707114119,10.45
300.232233187915,10.5
300.193011312202,10.55
300.155482776033,10.6
300.117500496944,10.65
300.077490565756,10.7
300.041333849177,10.75
300.000271920688,10.8
299.965145563466,10.85
299.923585392598,10.9
299.887980524116,10.95
299.849472552412,11
299.810192539586,11.05
299.77253900447,11.1
299.735457134844,11.15
299.696713939386,11.2
299.657810241103,11.25
299.622752939233,11.3
299.582099986918,11.35
299.544861144994,11.4
299.508309325858,11.45
299.469962064346,11.5
299.432026134547,11.55
299.394401722045,11.6
299.356701069579,11.65
299.320272317265,11.7
299.280192408483,11.75
299.246027220673,11.8
299.206392507159,11.85
299.169637108537,11.9
299.131597176321,11.95
299.096554482652,12
299.055363944324,12.05
299.022048073145,12.1
298.983164760819,12.15
298.945002030504,12.2
298.910083521058,12.25
298.870966858126,12.3
298.835731641033,12.35
298.796701091254,12.4
298.762128740556,12.45
298.723018428068,12.5
298.688319529031,12.55
298.648813501249,12.6
298.614799909613,12.65
298.575934699413,12.7
298.540404750278,12.75
298.503394140896,12.8
298.465713599192,12.85
298.43134995118,12.9
298.39318540078,12.95
298.356706330375,13
298.32191764667,13.05
298.282246435279,13.1
298.249004514417,13.15
298.210391622347,13.2
298.175320686424,13.25
298.139368714454,13.3
298.101283816605,13.35
298.066838249537,13.4
298.030636351164,13.45
297.992510415096,13.5
297.958826307352,13.55
297.921683684316,13.6
297.885634746102,13.65
297.849305264647,13.7
297.814235786729,13.75
297.777975247109,13.8
297.740878006968,13.85
297.707724760481,13.9
297.66912193264,13.95
297.634619622067,14
297.599419509464,14.05
297.562775158844,14.1
297.527666192732,14.15
297.491005534385,14.2
297.457900488486,14.25
297.41871368986,14.3
297.386025125226,14.35
297.350685710757,14.4
297.31245326177,14.45
297.279915998824,14.5
297.24339500669,14.55
297.20779610505,14.6
297.172697074015,14.65
297.137639661955,14.7
297.102326344741,14.75
297.067469182514,14.8
297.030919416841,14.85
296.998558896651,14.9
296.960518116301,14.95
296.926386607307,15
296.892351306389,15.05
296.857056731548,15.1
296.820517197436,15.15
296.788016459574,15.2
296.751045844206,15.25
296.71737008038,15.3
296.682253892113,15.35
296.647373062238,15.4
296.612071041039,15.45
296.579397691074,15.5
296.542564963323,15.55
296.508480511806,15.6
296.474220019983,15.65
296.4397235344,15.7
296.404842672562,15.75
296.369808641935,15.8
296.336902160907,15.85
296.30080224081,15.9
296.267812480645,15.95
296.231760393638,16
296.199945916839,16.05
296.161752517252,16.1
296.131890943205,16.15
296.09495896583,16.2
296.060225880781,16.25
296.02933634906,16.3
295.991180023651,16.35
295.958954174081,16.4
295.925817196587,16.45
295.89006357279,16.5
295.856451782577,16.55
295.823983749714,16.6
295.787166648712,16.65
295.756511207696,16.7
295.719862316881,16.75
295.68702043612,16.8
295.654161587747,16.85
295.618535978394,16.9
295.58641803997,16.95
295.551903972848,17
295.517925663328,17.05
295.485225532209,17.1
295.451111675555,17.15
295.416728250626,17.2
295.383716615618,17.25
295.350935171415,17.3
295.316325609883,17.35
295.283547832433,17.4
295.249505965128,17.45
295.216954588846,17.5
295.183104069934,17.55
295.148850253518,17.6
295.116698280325,17.65
295.083365675384,17.7
295.049061561428,17.75
295.017284679882,17.8
294.983222484081,17.85
294.94924911899,17.9
294.918684999642,17.95
294.881739227253,18
294.852614159178,18.05
294.816893458461,18.1
294.785524284493,18.15
294.750661536395,18.2
294.719189081506,18.25
294.685705845532,18.3
294.65350159232,18.35
294.619238000967,18.4
294.587106732302,18.45
294.555573829125,18.5
294.519717488446,18.55
294.490754396404,18.6
294.45506467473,18.65
294.422517969788,18.7
294.392111231383,18.75
294.357261805344,18.8
294.326210505561,18.85
294.292050553953,18.9
294.260798796697,18.95
294.227279950268,19
294.195677532615,19.05
294.162295789846,19.1
294.130864583601,19.15
294.097379859998,19.2
294.065664706239,19.25
294.033281639022,19.3
294.000445824185,19.35
293.969298727404,19.4
293.935551353304,19.45
293.903676943246,19.5
293.87337162208,19.55
293.837471313094,19.6
293.808872093954,19.65
293.774040528718,19.7
293.744671641057,19.75
293.709700742848,19.8
293.680021421722,19.85
293.645853090616,19.9
293.615920784171,19.95
293.582982215397,20
293.550139490002,20.05
293.520083342555,20.1
293.486973745593,20.15
293.455110017287,20.2
293.423697452335,20.25
293.391713703418,20.3
293.359797019468,20.35
293.328711580026,20.4
293.295683795636,20.45
293.265041450125,20.5
293.233410269548,20.55
293.200593630337,20.6
293.169810358992,20.65
293.138696459217,20.7
293.106769299469,20.75
293.074307305831,20.8
293.043965066565,20.85
293.011688297631,20.9
292.981188733602,20.95
292.948014403945,21
292.91848064259,21.05
292.885941016294,21.1
292.85537146389,21.15
292.823066529977,21.2
292.792064364863,21.25
292.761898983171,21.3
292.727963661293,21.35
292.700307612521,21.4
292.666512149198,21.45
292.63579797686,21.5
292.605016094815,21.55
292.573293635189,21.6
292.543631624382,21.65
292.510199335747,21.7
292.481392495873,21.75
292.449695393767,21.8
292.416797585013,21.85
292.388909367009,21.9
292.356148152832,21.95
292.324712535066,22
292.295732516271,22.05
292.263036388721,22.1
292.232619550873,22.15
292.202218394965,22.2
292.170737242302,22.25
292.140840543572,22.3
292.109466255094,22.35
292.07906847,22.4
292.047443505663,22.45
292.017346126508,22.5
291.987573228488,22.55
291.95532610791,22.6
291.925428557318,22.65
291.895453623777,22.7
291.863539082194,22.75
291.833860638462,22.8
291.80334737559,22.85
291.772828112969,22.9
291.741150785936,22.95
291.712536762374,23
291.681261960874,23.05
291.65068996104,23.1
291.619827202973,23.15
291.591426339725,23.2
291.5580781298,23.25
291.530148505588,23.3
291.499618526696,23.35
291.467304656305,23.4
291.439903075426,23.45
291.408003786504,23.5
291.377941730075,23.55
291.347507619056,23.6
291.318089879442,23.65
291.287713838815,23.7
291.257205284194,23.75
291.227619244026,23.8
291.197292525745,23.85
291.166373549764,23.9
291.138773226443,23.95
291.10570602996,24
291.077810516263,24.05
291.04735554732,24.1
291.017293697255,24.15
290.98686406872,24.2
290.958113205882,24.25
290.927104976604,24.3
290.898001977423,24.35
290.8675848866,24.4
290.838234031011,24.45
290.808753721982,24.5
290.777679872705,24.55
290.74896218828,24.6
290.719563532733,24.65
290.688925289594,24.7
290.659586147177,24.75
290.629732619826,24.8
290.600766512541,24.85
290.571298408793,24.9
290.53957644383,24.95
290.512749683624,25
290.482289332286,25.05
290.450523401684,25.1
290.424820918992,25.15
290.392540871385,25.2
290.365049410116,25.25
290.333348686903,25.3
290.305267282301,25.35
290.275330685996,25.4
290.247322530001,25.45
290.215924010786,25.5
290.188268928173,25.55
290.157578488797,25.6
290.129085160865,25.65
290.099957280756,25.7
290.070018263703,25.75
290.040997572164,25.8
290.012172544797,25.85
289.981921750015,25.9
289.954334379065,25.95
289.923611215466,26
289.895795141842,26.05
289.865604757466,26.1
289.837269038833,26.15
289.807824509944,26.2
289.777344050416,26.25
289.751665959605,26.3
289.71989714077,26.35
289.691037650158,26.4
289.664019889851,26.45
289.631838189009,26.5
289.606434901614,26.55
289.575248159226,26.6
289.546275840159,26.65
289.518512490467,26.7
289.489219223578,26.75
289.460134403566,26.8
289.43116721554,26.85
289.402683312384,26.9
289.37436412855,26.95
289.344090444345,27
289.316659470597,27.05
289.287943486919,27.1
289.25825225818,27.15
289.230747920553,27.2
289.20002855273,27.25
289.173762710012,27.3
289.144646809809,27.35
289.113995739662,27.4
289.088339760638,27.45
289.056723613721,27.5
289.030538755354,27.55
289.00111970002,27.6
288.972955317706,27.65
288.942354391214,27.7
288.917836238759,27.75
288.885188059398,27.8
288.859663404154,27.85
288.830025067036,27.9
288.801029242142,27.95
288.774402238379,28
288.743700006738,28.05
288.717766611678,28.1
288.686945788459,28.15
288.660702752364,28.2
288.631960070243,28.25
288.601619429271,28.3
288.57692618183,28.35
288.54484721448,28.4
288.519349149237,28.45
288.489886778287,28.5
288.462113213181,28.55
288.433158889871,28.6
288.406363183225,28.65
288.377272664443,28.7
288.348512854044,28.75
288.322549088596,28.8
288.291272659154,28.85
288.266003123735,28.9
288.236900113507,28.95
288.207502818397,29
288.182874821973,29.05
288.150551072613,29.1
288.126456437219,29.15
288.09494071522,29.2
288.069838520542,29.25
288.041306423262,29.3
288.010917988189,29.35
287.986381263447,29.4
287.956558194359,29.45
287.928621650364,29.5
287.902241486682,29.55
287.872302474928,29.6
287.846091743666,29.65
287.817349019823,29.7
287.78948837674,29.75
287.762909590904,29.8
287.733080371502,29.85
287.707983974914,29.9
287.677165187601,29.95
287.652255225376,30
287.623188066039,30.05
287.59462594266,30.1
287.568462876762,30.15
287.540800422466,30.2
287.511489930117,30.25
287.486301254997,30.3
287.455775017327,30.35
287.431407111267,30.4
287.400696583925,30.45
287.375680229431,30.5
287.346340447304,30.55
287.319578896369,30.6
287.292093771987,30.65
287.264309396207,30.7
287.236031529973,30.75
287.211673173545,30.8
287.179952307409,30.85
287.155342637537,30.9
287.127163298399,30.95
287.099063396698,31
287.073469264087,31.05
287.04351699495,31.1
287.018196545308,31.15
286.990662706537,31.2
286.961550133693,31.25
286.936718636909,31.3
286.907461383367,31.35
286.881141915925,31.4
286.853517920185,31.45
286.826215910326,31.5
286.799132697299,31.55
286.772156521223,31.6
286.743418241489,31.65
286.71907650951,31.7
286.689447929855,31.75
286.662832379215,31.8
286.63555432203,31.85
286.609264631908,31.9
286.581353348617,31.95
286.5548072562,32
286.526535167469,32.05
286.500532399124,32.1
286.473684917789,32.15
286.445115128986,32.2
286.419935407821,32.25
286.39175990184,32.3
286.364549362343,32.35
286.338405959495,32.4
286.310832219041,32.45
286.283902747565,32.5
286.256777267814,32.55
286.230961843072,32.6
286.20190238185,32.65
286.184903133708,32.7
286.128445537036,32.75
286.142531537733,32.8
286.085218083897,32.85
286.072889960749,32.9
286.039815128646,32.95
286.015598085778,33
285.987316659034,33.05
285.962434820832,33.1
285.933402450769,33.15
285.908289819324,33.2
285.881337145841,33.25
285.852955968894,33.3
285.828626077406,33.35
285.799801818927,33.4
285.773537924509,33.45
285.748981390088,33.5
285.71812533241,33.55
285.695740039168,33.6
285.666455651641,33.65
285.640717809817,33.7
285.613466917161,33.75
285.587570967742,33.8
285.560073957609,33.85
285.535130863714,33.9
285.505936840288,33.95
285.482264864107,34
285.452783151892,34.05
285.42919605956,34.1
285.399890440489,34.15
285.375485227959,34.2
285.347707799991,34.25
285.321786187645,34.3
285.294715586072,34.35
285.26900880129,34.4
285.242636296929,34.45
285.214602289658,34.5
285.189629827802,34.55
285.16379396911,34.6
285.135238872685,34.65
285.110363381875,34.7
285.084102545934,34.75
285.056537085703,34.8
285.031457634772,34.85
285.004278064237,34.9
284.977649441391,34.95
284.952836502948,35
284.925115278242,35.05
284.899108691412,35.1
284.872983250297,35.15
284.846442682394,35.2
284.82052591038,35.25
284.794103449303,35.3
284.768583449991,35.35
284.74030482949,35.4
284.715850214949,35.45
284.689528768563,35.5
284.663226176435,35.55
284.636153353109,35.6
284.61080495117,35.65
284.583952848877,35.7
284.559160360114,35.75
284.531853478226,35.8
284.505802447977,35.85
284.480271287139,35.9
284.453520340307,35.95
284.427686160685,36
284.401280048246,36.05
284.376206068513,36.1
284.349096822824,36.15
284.323870310675,36.2
284.296134060254,36.25
284.272978961545,36.3
284.244082770172,36.35
284.220134425172,36.4
284.192311681127,36.45
284.16898027942,36.5
284.139499262921,36.55
284.116919769242,36.6
284.088137377474,36.65
284.064302440561,36.7
284.037931044643,36.75
284.01091999122,36.8
283.985650957125,36.85
283.960305903378,36.9
283.934488020937,36.95
283.906625812176,37
283.883403729932,37.05
283.856323353658,37.1
283.829580929675,37.15
283.805495156848,37.2
283.778555177567,37.25
283.753289128442,37.3
283.727610016448,37.35
283.70029233994,37.4
283.676531282697,37.45
283.649995728523,37.5
283.623498635903,37.55
283.59899958095,37.6
283.572946382037,37.65
283.545867829198,37.7
283.522351526628,37.75
283.494328626394,37.8
283.470649645829,37.85
283.444429177958,37.9
283.417582398705,37.95
283.393499515996,38
283.365968523718,38.05
283.343044523961,38.1
283.315028662057,38.15
283.28968622652,38.2
283.265947477014,38.25
283.238037888369,38.3
283.213537679689,38.35
283.187530870807,38.4
283.162473699594,38.45
283.137440060119,38.5
283.109988522085,38.55
283.085519800313,38.6
283.061355018703,38.65
283.033214612951,38.7
283.009340431599,38.75
282.983444509085,38.8
282.95821792157,38.85
282.932231012089,38.9
282.9073736555,38.95
282.881128280408,39
282.855833379397,39.05
282.831356984807,39.1
282.804502999713,39.15
282.780151135673,39.2
282.754792505781,39.25
282.728124139239,39.3
282.703798232552,39.35
282.678067966364,39.4
282.652771339344,39.45
282.62782252811,39.5
282.60095376316,39.55
282.577575273934,39.6
282.551600700398,39.65
282.5249794466,39.7
282.501368177961,39.75
282.474890940408,39.8
282.450088747417,39.85
282.424924992004,39.9
282.39925942748,39.95
282.374207770463,40
282.34939149051,40.05
282.32271310852,40.1
282.299189071585,40.15
282.272284463068,40.2
282.248535861416,40.25
282.22305064815,40.3
282.196456845433,40.35
282.172285952056,40.4
282.147829608368,40.45
282.121668230722,40.5
282.096315958963,40.55
282.071542394446,40.6
282.046869925119,40.65
282.020249892228,40.7
281.996723572286,40.75
281.971200888604,40.8
281.945067102528,40.85
281.920629133133,40.9
281.896191350367,40.95
281.870293906664,41
281.845065940217,41.05
281.820411030764,41.1
281.795871980759,41.15
281.769201593866,41.2
281.745021634944,41.25
281.720992846753,41.3
281.69412206897,41.35
281.67080500502,41.4
281.644165815041,41.45
281.620258965192,41.5
281.595000194519,41.55
281.569880266522,41.6
281.545362474277,41.65
281.519540182806,41.7
281.495385840569,41.75
281.469403415123,41.8
281.445580622324,41.85
281.420358847588,41.9
281.395354085518,41.95
281.369232395628,42
281.34666465555,42.05
281.320127142152,42.1
281.295149715178,42.15
281.271442811032,42.2
281.244780462095,42.25
281.222020699581,42.3
281.195925262217,42.35
281.170776437838,42.4
281.146586719364,42.45
281.121214467043,42.5
281.097310214634,42.55
281.07174040121,42.6
281.047072320496,42.65
281.022160778586,42.7
280.997247485214,42.75
280.973503634599,42.8
280.946923859459,42.85
280.923899220904,42.9
280.898564757824,42.95
280.872881047689,43
280.849578365124,43.05
280.823692577105,43.1
280.799696814627,43.15
280.774963156338,43.2
280.749171211055,43.25
280.726664020167,43.3
280.699387513071,43.35
280.676215675318,43.4
280.651881964323,43.45
280.626032800233,43.5
280.602298802714,43.55
280.57683443592,43.6
280.553270211788,43.65
280.527424067462,43.7
280.503963924536,43.75
280.47865225476,43.8
280.454045113927,43.85
280.429343541216,43.9
280.405558632998,43.95
280.380293628871,44
280.355959834767,44.05
280.330664446587,44.1
280.307513911453,44.15
280.282355237556,44.2
280.257020309557,44.25
280.233557714273,44.3
280.208138869647,44.35
280.18505473952,44.4
280.158897611423,44.45
280.135098582297,44.5
280.111039584421,44.55
280.086674400068,44.6
280.060563538739,44.65
280.03815904263,44.7
280.012307069715,44.75
279.989139835781,44.8
279.962848325281,44.85
279.941058452781,44.9
279.913892041864,44.95
279.891430291604,45
279.866006407769,45.05
279.842108657826,45.1
279.818060880235,45.15
279.792944730828,45.2
279.768729337871,45.25
279.744953391525,45.3
279.720243454211,45.35
279.695605279612,45.4
279.671469596652,45.45
279.648402519258,45.5
279.621729258414,45.55
279.598996372968,45.6
279.575684437939,45.65
279.54882282041,45.7
279.525894436511,45.75
279.502853026942,45.8
279.476419021628,45.85
279.454360758985,45.9
279.427969886528,45.95
279.404686276802,46
279.382424555053,46.05
279.353962354128,46.1
279.334018987741,46.15
279.30777705001,46.2
279.284531472949,46.25
279.258176030909,46.3
279.23734345111,46.35
279.210817227925,46.4
279.187843251884,46.45
279.16339864625,46.5
279.138184214449,46.55
279.116767281473,46.6
279.090615284828,46.65
279.06733058752,46.7
279.042421492497,46.75
279.019663475639,46.8
278.994366023424,46.85
278.971335282014,46.9
278.947796951827,46.95
278.921793512702,47
278.899281453812,47.05
278.875995371857,47.1
278.849888647289,47.15
278.827799822006,47.2
278.804026840295,47.25
278.777633474386,47.3
278.757567276488,47.35
278.729152981551,47.4
278.709755858277,47.45
278.683304442359,47.5
278.65912524535,47.55
278.637814724146,47.6
278.610553001127,47.65
278.589911186289,47.7
278.563459566204,47.75
278.542269692693,47.8
278.516413846973,47.85
278.493386763611,47.9
278.470129284012,47.95
278.444817737127,48
278.42355084746,48.05
278.398006950716,48.1
278.37478349392,48.15
278.351116916096,48.2
278.327865127197,48.25
278.304093781315,48.3
278.279132094394,48.35
278.257832563946,48.4
278.231835604559,48.45
278.210695960295,48.5
278.185576107101,48.55
278.161539848998,48.6
278.13957700135,48.65
278.11512894876,48.7
278.092216751689,48.75
278.067208696144,48.8
278.045942863568,48.85
278.020996034654,48.9
277.997632037153,48.95
277.975602230059,49
277.949826267667,49.05
277.928695663617,49.1
277.904274065568,49.15
277.880614705462,49.2
277.858666242145,49.25
277.833718564895,49.3
277.811254037772,49.35
277.788472878539,49.4
277.763533034473,49.45
277.743124776026,49.5
277.716838609099,49.55
277.695378465593,49.6
277.672014225049,49.65
277.649065924994,49.7
277.62488055162,49.75
277.603529381574,49.8
277.577891526776,49.85
277.558022854676,49.9
277.532971424572,49.95
277.509199005026,50
277.489314049042,50.05
277.462484382725,50.1
277.44291620809,50.15
277.417425758131,50.2
277.396713613318,50.25
277.372064499968,50.3
277.350451123331,50.35
277.326943730603,50.4
277.304474928262,50.45
277.281069385789,50.5
277.259958390184,50.55
277.23503602231,50.6
277.213937801467,50.65
277.191442955916,50.7
277.167294966141,50.75
277.145893951182,50.8
277.123907007058,50.85
277.099355090409,50.9
277.0791255715,50.95
277.054290227581,51
277.03480987819,51.05
277.009319802763,51.1
276.989249220982,51.15
276.965531198518,51.2
276.944348568818,51.25
276.920461115776,51.3
