1.908665004,0,289.2679995,0,-1.908665004
0,0.05,289.2473853,0,0
0,0.1,289.1855091,0,0
3.719487894,0.15,289.1180006,0,-3.719487894
2.052861014,0.2,289.0679995,0,-2.052861014
0.139890652,0.25,289.0179995,0,-0.139890652
2.373037572,0.3,288.9679997,0,-2.373037572
1.468079593,0.35,288.9180005,0,-1.468079593
1.700717831,0.4,288.8680003,0,-1.700717831
1.661844323,0.45,288.8179992,0,-1.661844323
1.664666866,0.5,288.7679993,0,-1.664666866
1.662527651,0.55,288.7180003,0,-1.662527651
1.660800368,0.6,288.6680002,0,-1.660800368
1.659200955,0.65,288.6179997,0,-1.659200955
1.657261654,0.7,288.5679994,0,-1.657261654
1.655467195,0.75,288.5180006,0,-1.655467195
1.65317603,0.8,288.4680005,0,-1.65317603
1.651657077,0.85,288.4180008,0,-1.651657077
1.649233029,0.9,288.3679998,0,-1.649233029
1.647690444,0.95,288.318,0,-1.647690444
1.645190682,1,288.2679993,0,-1.645190682
1.643610178,1.05,288.2179993,0,-1.643610178
1.641374871,1.1,288.1680004,0,-1.641374871
1.639228852,1.15,288.1180003,0,-1.639228852
1.637492791,1.2,288.0679996,0,-1.637492791
1.635494873,1.25,288.0179998,0,-1.635494873
1.63358821,1.3,287.9680002,0,-1.63358821
1.630838627,1.35,287.9180002,0,-1.630838627
1.62863394,1.4,287.8680002,0,-1.62863394
1.627148277,1.45,287.8179998,0,-1.627148277
1.624738073,1.5,287.768,0,-1.624738073
1.622689642,1.55,287.7180005,0,-1.622689642
1.620556388,1.6,287.6680006,0,-1.620556388
1.618480492,1.65,287.6180001,0,-1.618480492
1.616513313,1.7,287.5680003,0,-1.616513313
1.614176793,1.75,287.518,0,-1.614176793
1.612320056,1.8,287.4679999,0,-1.612320056
1.610111425,1.85,287.4180004,0,-1.610111425
1.607922622,1.9,287.368,0,-1.607922622
1.606074685,1.95,287.3180005,0,-1.606074685
1.603671137,2,287.2680004,0,-1.603671137
1.601782347,2.05,287.2179999,0,-1.601782347
1.599684619,2.1,287.1680003,0,-1.599684619
1.597393304,2.15,287.1180003,0,-1.597393304
1.595502757,2.2,287.0680003,0,-1.595502757
1.593270797,2.25,287.0180004,0,-1.593270797
1.591201496,2.3,286.9680005,0,-1.591201496
1.589056886,2.35,286.9180001,0,-1.589056886
1.587074573,2.4,286.8680003,0,-1.587074573
1.58479803,2.45,286.8180006,0,-1.58479803
1.582729739,2.5,286.7680002,0,-1.582729739
1.580698566,2.55,286.7179996,0,-1.580698566
1.578546696,2.6,286.6679995,0,-1.578546696
1.57641725,2.65,286.6179997,0,-1.57641725
1.574279149,2.7,286.5679998,0,-1.574279149
1.572228332,2.75,286.5180002,0,-1.572228332
1.569918674,2.8,286.4679992,0,-1.569918674
1.568302189,2.85,286.4180006,0,-1.568302189
1.565384464,2.9,286.3680003,0,-1.565384464
1.564008383,2.95,286.3180002,0,-1.564008383
1.561398546,3,286.2679994,0,-1.561398546
1.559665408,3.05,286.218,0,-1.559665408
1.557111421,3.1,286.1679999,0,-1.557111421
1.555347922,3.15,286.1179999,0,-1.555347922
1.552962563,3.2,286.0679994,0,-1.552962563
1.55113724,3.25,286.0180003,0,-1.55113724
1.548536079,3.3,285.9679997,0,-1.548536079
1.546897926,3.35,285.9179995,0,-1.546897926
1.54449226,3.4,285.8679998,0,-1.54449226
1.542339292,3.45,285.8179994,0,-1.542339292
1.540465573,3.5,285.7680004,0,-1.540465573
1.537842489,3.55,285.7179998,0,-1.537842489
1.536252351,3.6,285.6679995,0,-1.536252351
1.533843651,3.65,285.6180006,0,-1.533843651
1.531533962,3.7,285.5680004,0,-1.531533962
1.529750288,3.75,285.5180003,0,-1.529750288
1.52729249,3.8,285.4679995,0,-1.52729249
1.525525654,3.85,285.4180006,0,-1.525525654
1.522854872,3.9,285.3680007,0,-1.522854872
1.521101454,3.95,285.3179999,0,-1.521101454
1.518935969,4,285.2680001,0,-1.518935969
1.516495945,4.05,285.2179994,0,-1.516495945
1.51481995,4.1,285.1680004,0,-1.51481995
1.512050665,4.15,285.1179997,0,-1.512050665
1.510578292,4.2,285.0680005,0,-1.510578292
1.507778633,4.25,285.0180003,0,-1.507778633
1.506142622,4.3,284.9680007,0,-1.506142622
1.50348439,4.35,284.9179992,0,-1.50348439
1.5019831,4.4,284.8679997,0,-1.5019831
1.499178021,4.45,284.8180004,0,-1.499178021
1.497321916,4.5,284.7680004,0,-1.497321916
1.495097572,4.55,284.7179997,0,-1.495097572
1.493143773,4.6,284.6680008,0,-1.493143773
1.490469407,4.65,284.6180005,0,-1.490469407
1.488812986,4.7,284.568,0,-1.488812986
1.4864845,4.75,284.5180005,0,-1.4864845
1.484097682,4.8,284.4680001,0,-1.484097682
1.482332553,4.85,284.4180007,0,-1.482332553
1.479734475,4.9,284.3680007,0,-1.479734475
1.477836976,4.95,284.3180004,0,-1.477836976
1.475519954,5,284.2679993,0,-1.475519954
1.473636395,5.05,284.2180004,0,-1.473636395
1.470887834,5.1,284.168,0,-1.470887834
1.46927151,5.15,284.1179995,0,-1.46927151
1.466823718,5.2,284.0679994,0,-1.466823718
1.464665202,5.25,284.0179994,0,-1.464665202
1.462497664,5.3,283.9679992,0,-1.462497664
1.46045472,5.35,283.9180005,0,-1.46045472
1.457795162,5.4,283.8679994,0,-1.457795162
1.456344852,5.45,283.8179998,0,-1.456344852
1.453444184,5.5,283.7679995,0,-1.453444184
