Temperature,Time
267.70117063708,0
254.674642925212,0.05
238.926124202002,0.1
231.18842486979,0.15
222.025252843307,0.2
213.316863437712,0.25
207.655199066274,0.3
201.847784410006,0.35
196.403958820222,0.4
191.256200155751,0.45
186.375935886845,0.5
181.773103224266,0.55
177.421169822454,0.6
173.306873571831,0.65
169.417956117226,0.7
165.742542236828,0.75
162.268666159937,0.8
158.985546246449,0.85
155.882069675223,0.9
152.948536880493,0.95
150.174959495734,1
147.552750574394,1.05
145.082889383289,1.1
142.747814908696,1.15
140.538988140336,1.2
138.449235908364,1.25
136.472031783811,1.3
134.608153072334,1.35
132.84463593262,1.4
131.175489766393,1.45
129.595133055069,1.5
128.104811965808,1.55
126.694074408059,1.6
125.363287892176,1.65
124.103088797878,1.7
122.913746324609,1.75
121.787027573526,1.8
120.723336456716,1.85
119.71510379749,1.9
118.763038144542,1.95
117.860179871537,2
117.007260410172,2.05
116.201722412086,2.1
115.440632506668,2.15
114.721444338189,2.2
114.038448542714,2.25
113.392301448454,2.3
112.781195218835,2.35
112.203154343148,2.4
111.656110239946,2.45
111.140778683251,2.5
110.653077393119,2.55
110.191024471127,2.6
109.75307936263,2.65
109.340006798819,2.7
108.948478785142,2.75
108.576894698044,2.8
108.226256248979,2.85
107.893246091751,2.9
107.578841096493,2.95
107.280087633525,3
106.997765430618,3.05
106.730891942675,3.1
106.47708938835,3.15
106.236867310817,3.2
106.009720470604,3.25
105.794705403482,3.3
105.591310826395,3.35
105.397275684211,3.4
105.21330245572,3.45
105.039083452833,3.5
104.873911108457,3.55
104.717473522992,3.6
104.56917390651,3.65
104.428503679726,3.7
104.295178397196,3.75
104.168702869693,3.8
104.048811876692,3.85
103.935024419849,3.9
103.827142252947,3.95
103.724875444743,4
103.627865939224,4.05
103.534761209183,4.1
103.446309412691,4.15
103.362557008686,4.2
103.283214188458,4.25
103.206976053409,4.3
103.134706025429,4.35
103.066450238775,4.4
103.001999138021,4.45
102.940036155415,4.5
102.881577552517,4.55
102.82540928091,4.6
102.772512560974,4.65
102.721714982409,4.7
102.674105459705,4.75
102.628410905894,4.8
102.584540550603,4.85
102.543660301158,4.9
102.504542719679,4.95
102.468378990598,5
102.433912093256,5.05
102.401032424245,5.1
102.369703165662,5.15
102.339921474095,5.2
102.311648488872,5.25
102.284877283088,5.3
102.283071444967,5.35
102.281265109078,5.4
102.279460299797,5.45
102.277658398449,5.5
102.275859967167,5.55
102.274064869863,5.6
102.272272482922,5.65
102.268722765073,5.7
102.266932306332,5.75
102.265140405406,5.8
102.261579747091,5.85
102.259778343693,5.9
102.256191939364,5.95
102.25258243389,6
102.24894661953,6.05
102.245282812858,6.1
102.241590203742,6.15
102.237868190973,6.2
102.234116590345,6.25
102.230335238651,6.3
102.226523930328,6.35
102.220800306394,6.4
102.215008823137,6.45
102.209151599497,6.5
102.2032328915,6.55
102.197256612236,6.6
102.189273994935,6.65
101.929991167997,6.7
101.692988332176,6.75
101.484958755955,6.8
101.298555932837,6.85
101.128004530626,6.9
100.970876798554,6.95
100.825494836116,7
100.690435881921,7.05
100.565242577041,7.1
100.448593329699,7.15
100.339954631946,7.2
100.238699075131,7.25
100.144025406566,7.3
100.055358155268,7.35
99.9726532537807,7.4
99.8946102692142,7.45
99.8213894282061,7.5
99.7527721813098,7.55
99.6875244679527,7.6
99.6263339689589,7.65
99.5681524786629,7.7
99.51301553906,7.75
99.4607170939536,7.8
99.4109091159467,7.85
99.3633257299277,7.9
99.3178819644967,7.95
99.2744117917705,8
99.2326187040905,8.05
99.192594882884,8.1
99.1537621062882,8.15
99.1165274895974,8.2
99.0804481794344,8.25
99.045531344025,8.3
99.0115069041147,8.35
98.9785776383937,8.4
98.9465747230242,8.45
98.9150299809551,8.5
98.8845938207602,8.55
98.8546086146525,8.6
98.8253300154916,8.65
98.7963788190985,8.7
98.7682396458425,8.75
98.7404746478488,8.8
98.7128730308471,8.85
98.686004915685,8.9
98.65943673874,8.95
98.6329089336933,9
98.6070645478598,9.05
98.5812474472495,9.1
98.5556348840403,9.15
98.5304356034251,9.2
98.5054537146149,9.25
98.480332368796,9.3
98.4558961607859,9.35
98.4311390408714,9.4
98.4067207692407,9.45
98.3826031474509,9.5
98.3583731689133,9.55
98.3342968813132,9.6
98.3104234004072,9.65
98.2864870918032,9.7
98.2628039661852,9.75
98.2391131990387,9.8
98.2154994590275,9.85
98.1919385241696,9.9
98.1685466996803,9.95
98.144946083186,10
98.1217757031636,10.05
98.098327760548,10.1
98.075116230458,10.15
98.051776061541,10.2
98.0286109116523,10.25
98.005517758005,10.3
97.982294597619,10.35
97.9591559169239,10.4
97.9361674949209,10.45
97.9130681250693,10.5
97.8899531559494,10.55
97.866982893718,10.6
97.8440425344602,10.65
97.8209431109531,10.7
97.798128362944,10.75
97.7749913293752,10.8
97.7522625723136,10.85
97.7291223728678,10.9
97.7063539545611,10.95
97.6834791105776,11
97.6605012701491,11.05
97.6376202565974,11.1
97.6148301695569,11.15
97.5919357911945,11.2
97.5689814204444,11.25
97.5463492398496,11.3
97.523348936427,11.35
97.5005042584457,11.4
97.4777776163513,11.45
97.4549464153513,11.5
97.4321124017328,11.55
97.4092990509611,11.6
97.3864835078965,11.65
97.3637860110552,11.7
97.3408020902287,11.75
97.318238145822,11.8
97.2953493972419,11.85
97.2725939511097,11.9
97.2497640057424,11.95
97.2271825101749,12
97.2041382470966,12.05
97.1816211878321,12.1
97.1588106058151,12.15
97.1359494141947,12.2
97.1133551694993,12.25
97.0904852144397,12.3
97.0678618887974,12.35
